,IMPORTER.TIN,IMPORTER.TIN_illicit_Qsum,IMPORTER.TIN_illicit_Qrate
8637,IMP988817,0,0
8638,IMP902570,0,0
8639,IMPO19994,0,0
8640,IMPO17807,0,0
8641,IMPO16286,0,3
8642,IMPO14845,0,3
8643,IMPO10360,0,0
8644,IMPO17238,0,0
8645,IMPO15801,0,3
8646,IMPO12408,0,0
8647,IMPO11803,0,3
8648,IMPO19996,0,3
8649,IMPO12756,0,3
8650,IMPO18073,0,0
8651,IMP220590,0,0
8652,IMP461374,1,3
8653,IMP169891,1,3
8654,IMP439299,0,0
8655,IMP330368,1,3
8656,IMP671882,0,0
8657,IMP377640,0,3
8658,IMP960325,0,3
8659,IMP110592,0,3
8660,IMP328251,0,0
8661,IMP803898,0,0
8662,IMP985568,0,0
8663,IMP447121,0,3
8664,IMP586573,0,3
8665,IMPO10640,0,0
8666,IMPO11921,0,0
8667,IMPO10393,0,3
8668,IMPO15887,0,0
8669,IMP805116,0,0
8670,IMP101058,0,3
8671,IMP984112,0,0
8672,IMP469170,0,0
8673,IMP533880,1,3
8674,IMP308132,1,3
8675,IMP938447,0,0
8676,IMP209162,0,3
8677,IMP837283,0,3
8678,IMP510632,0,0
8679,IMP378158,1,3
8680,IMP788415,0,0
8681,IMP878349,0,0
8682,IMP897460,1,3
8683,IMPO10922,1,3
8684,IMPO15241,0,0
8685,IMPO18357,0,0
8686,IMPO15513,0,0
8687,IMPO16707,0,3
8688,IMPO13697,0,3
8689,IMPO19688,0,3
8690,IMPO11889,0,0
8691,IMPO10692,0,0
8692,IMP525530,0,3
8693,IMP424247,0,0
8694,IMP635875,0,0
8695,IMP600860,0,0
8696,IMP794467,0,3
8697,IMP922293,0,0
8698,IMP449329,0,0
8699,IMP554693,0,3
8700,IMPO12895,0,0
8701,IMPO17132,1,3
8702,IMPO15813,0,3
8703,IMPO18513,0,0
8704,IMPO17195,0,0
8705,IMPO15731,0,0
8706,IMPO12790,0,3
8707,IMPO17799,0,3
8708,IMPO16768,0,0
8709,IMPO11131,0,0
8710,IMPO10177,0,3
8711,IMPO18431,0,0
8712,IMPO18922,0,0
8713,IMP377293,0,3
8714,IMP656047,0,3
8715,IMP900952,0,0
8716,IMP840480,0,0
8717,IMP280435,0,0
8718,IMP701091,0,0
8719,IMP472872,0,0
8720,IMP107380,0,0
8721,IMP579346,0,3
8722,IMP770084,0,3
8723,IMP282238,0,3
8724,IMP995525,0,3
8725,IMP787565,0,0
8726,IMP918820,0,0
8727,IMP871185,0,3
8728,IMP733819,0,0
8729,IMPO12290,0,0
8730,IMPO11992,0,0
8731,IMPO11255,0,0
8732,IMPO17448,1,3
8733,IMPO14383,0,0
8734,IMPO13472,0,0
8735,IMPO18991,0,0
8736,IMPO11876,0,0
8737,IMPO11997,0,3
8738,IMPO17759,0,3
8739,IMPO15652,0,0
8740,IMPO18306,0,0
8741,IMPO17066,0,3
8742,IMP265304,0,3
8743,IMP710742,0,3
8744,IMP149222,1,3
8745,IMP547817,0,0
8746,IMP867245,0,3
8747,IMP503298,0,3
8748,IMP543372,0,0
8749,IMP554461,0,3
8750,IMP491146,0,3
8751,IMP969223,0,0
8752,IMP445084,0,3
8753,IMP818694,1,3
8754,IMP792211,0,0
8755,IMP839855,0,3
8756,IMP321368,0,0
8757,IMP402358,0,3
8758,IMP887406,0,0
8759,IMPO15717,0,3
8760,IMPO13842,0,0
8761,IMPO17164,0,3
8762,IMPO17894,0,0
8763,IMPO13632,0,0
8764,IMPO12432,0,0
8765,IMPO17193,1,3
8766,IMPO15579,0,0
8767,IMPO11677,0,0
8768,IMPO14540,0,0
8769,IMPO17746,0,0
8770,IMPO10836,0,3
8771,IMPO15660,0,3
8772,IMP322226,0,0
8773,IMP884590,0,0
8774,IMP974643,0,0
8775,IMP445385,0,3
8776,IMP795395,1,3
8777,IMP270321,0,0
8778,IMP650060,0,3
8779,IMP131540,0,3
8780,IMP610362,0,0
8781,IMP159979,0,3
8782,IMP932992,0,3
8783,IMP912970,0,3
8784,IMP306082,0,0
8785,IMP960668,0,0
8786,IMP138280,0,0
8787,IMP481811,0,0
8788,IMP935414,0,0
8789,IMP935650,0,0
8790,IMP252478,0,3
8791,IMP597390,0,0
8792,IMP703590,0,0
8793,IMP636954,0,0
8794,IMPO17385,0,3
8795,IMPO18337,0,0
8796,IMPO10352,0,3
8797,IMPO12379,0,0
8798,IMPO13661,0,0
8799,IMPO18857,0,3
8800,IMPO19718,0,3
8801,IMPO12635,0,3
8802,IMPO19437,0,0
8803,IMPO19352,0,0
8804,IMPO10524,0,0
8805,IMPO10287,1,3
8806,IMPO13828,0,3
8807,IMPO15397,0,0
8808,IMPO16862,0,3
8809,IMP964829,1,3
8810,IMP830609,0,0
8811,IMP712978,0,3
8812,IMP749498,0,0
8813,IMP716363,1,3
8814,IMP366819,0,0
8815,IMP370565,0,3
8816,IMP158232,0,3
8817,IMP451069,0,3
8818,IMP135579,0,0
8819,IMP563416,0,3
8820,IMP841509,0,3
8821,IMP525688,0,3
8822,IMP609741,0,0
8823,IMP730125,0,3
8824,IMP786271,1,3
8825,IMP619700,0,0
8826,IMPO12569,0,3
8827,IMPO16636,1,3
8828,IMPO11826,0,0
8829,IMPO10778,0,0
8830,IMPO18899,0,3
8831,IMPO18027,0,3
8832,IMPO19686,0,0
8833,IMPO17827,0,3
8834,IMPO17469,0,3
8835,IMPO11246,0,0
8836,IMPO15650,0,3
8837,IMPO17801,0,0
8838,IMPO15819,0,0
8839,IMPO17482,0,0
8840,IMP676807,0,0
8841,IMP525268,0,3
8842,IMP958798,0,0
8843,IMP893323,0,0
8844,IMP456632,0,3
8845,IMP912440,0,0
8846,IMP208323,0,3
8847,IMP423128,0,3
8848,IMP612717,0,0
8849,IMP702902,0,3
8850,IMP120456,0,0
8851,IMP957970,0,3
8852,IMP114251,0,3
8853,IMP873748,0,0
8854,IMPO14234,1,3
8855,IMPO12765,1,3
8856,IMPO15184,0,3
8857,IMPO11875,0,3
8858,IMPO13455,0,0
8859,IMPO10876,0,0
8860,IMPO17027,0,3
8861,IMPO19846,1,3
8862,IMPO17592,0,3
8863,IMPO15699,0,3
8864,IMPO13781,1,3
8865,IMPO17157,0,0
8866,IMPO17494,0,3
8867,IMPO11999,0,0
8868,IMPO13690,0,3
8869,IMPO14232,0,0
8870,IMPO14290,0,0
8871,IMPO19925,0,0
8872,IMPO19730,0,0
8873,IMP600666,0,0
8874,IMP277286,0,0
8875,IMP266836,0,0
8876,IMP526098,0,0
8877,IMP607607,1,3
8878,IMP667257,0,0
8879,IMP416923,0,0
8880,IMP222219,0,0
8881,IMP806791,1,3
8882,IMP920853,0,0
8883,IMP935331,0,3
8884,IMP960066,0,0
8885,IMP535430,0,0
8886,IMP415758,0,0
8887,IMP261231,0,3
8888,IMP548031,0,3
8889,IMP790628,0,0
8890,IMP664262,0,0
8891,IMP495624,0,3
8892,IMPO12092,0,0
8893,IMPO19379,0,3
8894,IMPO13036,0,3
8895,IMPO19931,0,0
8896,IMPO13728,0,0
8897,IMPO19731,0,3
8898,IMPO18889,0,0
8899,IMPO12753,0,3
8900,IMPO13565,0,0
8901,IMPO17643,0,3
8902,IMPO16630,0,0
8903,IMP291231,0,0
8904,IMP416238,0,3
8905,IMP126434,0,3
8906,IMP614682,0,0
8907,IMP197943,0,0
8908,IMP945395,0,3
8909,IMP107345,0,0
8910,IMP432086,0,0
8911,IMP842335,0,0
8912,IMPO11398,0,0
8913,IMPO10096,0,0
8914,IMPO11597,0,0
8915,IMPO17594,0,3
8916,IMPO13908,0,0
8917,IMPO10701,0,0
8918,IMPO10081,0,3
8919,IMPO13380,0,0
8920,IMPO19357,0,3
8921,IMPO10130,0,0
8922,IMPO18798,1,3
8923,IMP976796,0,0
8924,IMP473794,0,0
8925,IMP825153,0,0
8926,IMP343787,0,3
8927,IMP974861,0,3
8928,IMP710012,0,0
8929,IMP566658,0,0
8930,IMP116038,0,0
8931,IMP511278,0,0
8932,IMP868726,0,3
8933,IMP171604,0,0
8934,IMP570147,1,3
8935,IMP704986,0,3
8936,IMPO13326,0,0
8937,IMPO13807,0,3
8938,IMPO17133,0,0
8939,IMPO16005,0,3
8940,IMPO13074,1,3
8941,IMPO17731,0,0
8942,IMPO11613,0,0
8943,IMPO12607,0,3
8944,IMP572181,0,0
8945,IMP571878,0,0
8946,IMP493921,0,3
8947,IMP353914,0,0
8948,IMP587813,0,0
8949,IMP975816,0,0
8950,IMP647743,0,3
8951,IMP533135,0,0
8952,IMP489744,0,0
8953,IMP647174,0,3
8954,IMP559981,0,0
8955,IMP125373,0,0
8956,IMPO12348,0,0
8957,IMPO19641,0,0
8958,IMPO10972,1,3
8959,IMPO19734,0,3
8960,IMPO16044,0,0
8961,IMPO18643,0,0
8962,IMPO17071,0,0
8963,IMPO19739,1,3
8964,IMPO12234,0,0
8965,IMPO18449,0,3
8966,IMPO11768,0,0
8967,IMPO18053,0,3
8968,IMPO12716,0,3
8969,IMPO12306,0,0
8970,IMPO17785,0,3
8971,IMPO17954,1,3
8972,IMP986704,0,3
8973,IMP161511,1,3
8974,IMP599492,0,0
8975,IMP654582,0,0
8976,IMP440000,0,0
8977,IMP988179,1,3
8978,IMP581032,0,0
8979,IMP925522,0,3
8980,IMP624006,0,0
8981,IMP709955,0,0
8982,IMP457629,0,0
8983,IMPO12663,0,3
8984,IMPO19566,0,0
8985,IMPO10222,0,3
8986,IMPO16535,0,0
8987,IMPO11242,0,0
8988,IMPO18283,0,0
8989,IMPO18816,0,0
8990,IMPO17880,0,3
8991,IMPO10890,0,3
8992,IMPO18698,0,3
8993,IMPO11292,0,0
8994,IMPO14547,0,3
8995,IMPO18736,0,0
8996,IMP298000,0,3
8997,IMP385836,0,3
8998,IMP825562,1,3
8999,IMP527385,0,0
9000,IMP549409,0,3
9001,IMP441020,0,3
9002,IMP894041,0,0
9003,IMP137827,0,3
9004,IMP467476,0,0
9005,IMP153134,0,0
9006,IMP242624,1,3
9007,IMP769345,0,0
9008,IMP172070,0,3
9009,IMP496519,0,3
9010,IMPO17458,0,0
9011,IMPO10045,0,3
9012,IMPO10171,0,0
9013,IMPO15187,0,0
9014,IMPO14894,0,0
9015,IMPO17220,0,3
9016,IMPO13918,1,3
9017,IMP908414,0,0
9018,IMP773847,0,3
9019,IMP622876,0,0
9020,IMP283309,0,0
9021,IMP891778,0,3
9022,IMP930894,0,3
9023,IMP643331,0,0
9024,IMP523550,0,3
9025,IMP754140,0,3
9026,IMP611644,0,0
9027,IMP655461,0,0
9028,IMP756108,0,0
9029,IMPO18230,0,3
9030,IMPO14203,0,0
9031,IMPO14342,1,3
9032,IMPO17431,0,0
9033,IMPO15096,0,3
9034,IMPO14889,0,3
9035,IMPO16926,0,0
9036,IMPO16714,0,0
9037,IMPO18796,0,3
9038,IMPO13014,0,0
9039,IMPO12273,0,0
9040,IMP335270,0,0
9041,IMP376589,0,3
9042,IMP462605,0,0
9043,IMP875156,0,3
9044,IMP528927,0,0
9045,IMP428702,0,0
9046,IMP483090,1,3
9047,IMP234067,0,0
9048,IMP326845,0,3
9049,IMPO14274,0,0
9050,IMPO10987,0,3
9051,IMPO13315,0,0
9052,IMP247404,0,3
9053,IMP665168,0,0
9054,IMP647828,0,0
9055,IMP850681,0,0
9056,IMP229021,0,0
9057,IMP311861,0,3
9058,IMP532233,0,0
9059,IMP874280,0,0
9060,IMP668739,0,0
9061,IMP429282,0,0
9062,IMP673420,0,3
9063,IMP375660,0,0
9064,IMP304915,0,3
9065,IMP759776,0,0
9066,IMP832055,0,0
9067,IMP643297,0,0
9068,IMP494486,0,0
9069,IMP749705,0,0
9070,IMPO10015,0,3
9071,IMPO17226,0,0
9072,IMPO19504,1,3
9073,IMPO11708,0,3
9074,IMPO13410,0,3
9075,IMPO15021,0,0
9076,IMPO13940,0,3
9077,IMPO17072,0,0
9078,IMPO11328,0,3
9079,IMPO19083,0,0
9080,IMPO18852,1,3
9081,IMP517241,0,0
9082,IMP197759,0,0
9083,IMP113131,0,0
9084,IMP836088,0,3
9085,IMP451630,0,0
9086,IMP709319,0,0
9087,IMP155553,0,0
9088,IMP331372,0,3
9089,IMPO13480,0,3
9090,IMPO12877,0,0
9091,IMPO16324,0,0
9092,IMPO13346,0,0
9093,IMPO18380,0,3
9094,IMPO16547,0,3
9095,IMPO17041,0,0
9096,IMPO16953,0,0
9097,IMP122337,1,3
9098,IMP379823,0,3
9099,IMP664925,0,0
9100,IMP909192,0,0
9101,IMP998968,1,3
9102,IMP322179,0,0
9103,IMP657075,0,0
9104,IMP322278,0,0
9105,IMP745125,0,3
9106,IMP167606,0,3
9107,IMP470362,0,0
9108,IMP194070,0,3
9109,IMP480699,0,0
9110,IMP859269,0,3
9111,IMP690039,1,3
9112,IMPO11468,0,0
9113,IMPO13102,0,0
9114,IMPO11925,1,3
9115,IMPO18521,1,3
9116,IMPO11078,0,0
9117,IMPO15194,0,0
9118,IMPO16633,0,3
9119,IMPO12205,0,3
9120,IMPO18927,0,3
9121,IMPO16302,0,0
9122,IMP881526,0,0
9123,IMP425811,0,0
9124,IMP332944,0,0
9125,IMP848399,0,3
9126,IMP645337,0,3
9127,IMP936750,0,3
9128,IMP136222,0,0
9129,IMP894862,0,0
9130,IMP831285,0,0
9131,IMP303290,0,3
9132,IMP467232,0,3
9133,IMP450079,0,3
9134,IMP810116,0,0
9135,IMP364927,0,0
9136,IMPO16496,0,0
9137,IMPO13488,0,3
9138,IMPO13389,0,3
9139,IMPO13251,0,0
9140,IMPO15055,0,0
9141,IMPO15861,0,3
9142,IMPO16911,0,0
9143,IMPO14374,0,3
9144,IMPO10929,0,3
9145,IMP996941,0,0
9146,IMP691744,0,3
9147,IMP760167,0,3
9148,IMP442193,0,3
9149,IMP395410,0,0
9150,IMP357639,0,0
9151,IMP325068,0,0
9152,IMP441480,0,3
9153,IMP986901,0,3
9154,IMP206845,0,3
9155,IMP251841,1,3
9156,IMP450815,0,0
9157,IMP576896,0,0
9158,IMP428580,0,3
9159,IMP954016,0,0
9160,IMP691945,0,3
9161,IMP805034,0,3
9162,IMP277401,0,0
9163,IMP510723,1,3
9164,IMP572924,0,0
9165,IMP780850,1,3
9166,IMPO12349,0,3
9167,IMPO12226,0,0
9168,IMPO17323,0,3
9169,IMPO10914,2,3
9170,IMPO11266,1,3
9171,IMPO17062,0,0
9172,IMPO12816,0,0
9173,IMPO18479,0,0
9174,IMP546352,0,0
9175,IMP496471,0,3
9176,IMP417326,0,0
9177,IMP891268,0,0
9178,IMP203480,0,0
9179,IMP127476,0,0
9180,IMP608021,0,3
9181,IMP884015,0,0
9182,IMP595890,0,0
9183,IMP927913,0,0
9184,IMP152784,0,0
9185,IMP616226,0,0
9186,IMP304397,1,3
9187,IMP856553,0,0
9188,IMP108162,0,3
9189,IMP441566,0,0
9190,IMPO15809,1,3
9191,IMPO16755,0,0
9192,IMPO15007,0,0
9193,IMPO13846,0,3
9194,IMPO14623,0,3
9195,IMPO12866,0,3
9196,IMPO10830,0,0
9197,IMPO11580,1,3
9198,IMP988330,0,0
9199,IMP370459,0,3
9200,IMP168037,0,0
9201,IMP899135,0,0
9202,IMP142186,0,0
9203,IMP675741,0,0
9204,IMP795085,0,0
9205,IMP846937,0,0
9206,IMP439607,0,0
9207,IMP865216,0,3
9208,IMP355383,0,3
9209,IMP955530,0,3
9210,IMP367638,0,0
9211,IMP962035,0,0
9212,IMP543003,0,3
9213,IMP478754,0,0
9214,IMP560008,0,3
9215,IMPO19098,0,3
9216,IMPO15751,0,3
9217,IMPO13273,0,3
9218,IMPO16665,0,0
9219,IMP721843,0,0
9220,IMP752515,0,0
9221,IMP345665,0,3
9222,IMP811934,0,0
9223,IMP873986,0,3
9224,IMP637682,0,0
9225,IMP611444,0,3
9226,IMP535880,0,0
9227,IMP512528,0,0
9228,IMP237993,0,3
9229,IMP671093,0,0
9230,IMPO12594,0,0
9231,IMPO19581,0,0
9232,IMPO11746,0,3
9233,IMPO19311,0,0
9234,IMPO19322,0,3
9235,IMPO14019,0,3
9236,IMPO14901,0,0
9237,IMPO15213,0,3
9238,IMPO16210,0,3
9239,IMPO15784,0,3
9240,IMP611916,0,0
9241,IMP480593,0,0
9242,IMP395855,0,0
9243,IMP982229,0,3
9244,IMP539454,0,3
9245,IMP566537,0,0
9246,IMP930210,0,3
9247,IMP608255,0,0
9248,IMP523413,0,3
9249,IMP174601,0,3
9250,IMPO17514,0,0
9251,IMPO14306,0,0
9252,IMPO19575,0,3
9253,IMPO11966,1,3
9254,IMPO10724,0,0
9255,IMPO18741,1,3
9256,IMPO16685,0,0
9257,IMPO12530,0,0
9258,IMPO18270,1,3
9259,IMPO17505,0,0
9260,IMP265517,1,3
9261,IMP484714,0,0
9262,IMP815181,0,3
9263,IMP588829,0,3
9264,IMP289253,0,0
9265,IMP396528,0,3
9266,IMP455485,0,0
9267,IMP801996,0,0
9268,IMP492327,0,0
9269,IMPO13509,1,3
9270,IMPO10019,0,0
9271,IMPO19494,0,0
9272,IMPO17180,0,0
9273,IMPO19052,1,3
9274,IMPO19842,0,3
9275,IMPO10426,0,0
9276,IMPO17678,0,3
9277,IMPO14346,0,0
9278,IMPO12080,1,3
9279,IMPO14565,0,0
9280,IMP389123,1,3
9281,IMP850225,0,0
9282,IMP263948,0,0
9283,IMP740523,0,3
9284,IMP785543,0,0
9285,IMP481524,0,0
9286,IMP273216,0,0
9287,IMP471870,0,0
9288,IMP272250,0,3
9289,IMP252451,1,3
9290,IMP493648,0,0
9291,IMP753396,0,0
9292,IMPO16123,0,3
9293,IMPO19260,0,3
9294,IMPO14973,0,0
9295,IMPO15493,0,0
9296,IMPO19300,0,3
9297,IMPO18286,0,3
9298,IMPO14589,1,3
9299,IMP986435,0,0
9300,IMP775419,0,3
9301,IMP393981,0,0
9302,IMP238737,0,3
9303,IMP172330,0,0
9304,IMP655285,0,0
9305,IMP208413,0,3
9306,IMP308912,0,3
9307,IMP261478,0,3
9308,IMP811690,0,3
9309,IMP719698,0,0
9310,IMP330749,0,0
9311,IMP105879,0,0
9312,IMP727581,0,0
9313,IMP987680,0,3
9314,IMPO10249,0,3
9315,IMPO11798,0,0
9316,IMPO18673,0,3
9317,IMPO10761,0,0
9318,IMPO14096,0,0
9319,IMPO13995,0,3
9320,IMPO13470,0,3
9321,IMPO19786,1,3
9322,IMPO11215,0,3
9323,IMPO15439,0,0
9324,IMPO12421,0,0
9325,IMPO12675,0,3
9326,IMPO14343,0,3
9327,IMPO12227,0,3
9328,IMPO15720,0,3
9329,IMPO13513,0,0
9330,IMP954331,0,3
9331,IMP286065,0,3
9332,IMP289642,0,3
9333,IMP724697,0,3
9334,IMP293319,0,3
9335,IMP462028,0,0
9336,IMP107856,0,3
9337,IMP922958,0,0
9338,IMP866165,0,0
9339,IMP207639,0,0
9340,IMP748158,0,0
9341,IMP807648,0,3
9342,IMP249120,0,0
9343,IMP665762,0,0
9344,IMP978063,0,3
9345,IMP930792,0,3
9346,IMP817057,0,0
9347,IMP379403,0,3
9348,IMP682503,0,0
9349,IMP889712,0,0
9350,IMP329934,0,0
9351,IMP390050,0,3
9352,IMP973771,0,0
9353,IMPO19776,1,3
9354,IMPO19056,0,3
9355,IMPO19972,0,3
9356,IMPO18177,0,3
9357,IMPO14722,0,0
9358,IMPO12509,0,3
9359,IMPO18412,1,3
9360,IMPO11050,0,0
9361,IMPO19173,0,0
9362,IMPO12251,0,0
9363,IMPO15740,0,3
9364,IMP805966,0,3
9365,IMP696448,0,3
9366,IMP505545,0,0
9367,IMP154378,0,0
9368,IMP796255,0,0
9369,IMP403267,0,0
9370,IMP651761,0,3
9371,IMP508655,0,3
9372,IMP466549,0,0
9373,IMP819581,0,0
9374,IMP153336,0,0
9375,IMP722453,0,3
9376,IMP835837,0,0
9377,IMP771937,0,0
9378,IMP367276,0,0
9379,IMPO18792,0,3
9380,IMPO14426,0,0
9381,IMPO16884,0,3
9382,IMPO15590,0,3
9383,IMPO17247,0,0
9384,IMPO11937,0,0
9385,IMPO10001,0,3
9386,IMP631537,0,0
9387,IMP650612,0,0
9388,IMP160458,0,0
9389,IMP967407,0,3
9390,IMP244234,1,3
9391,IMP850724,0,0
9392,IMP277588,0,0
9393,IMP297084,0,3
9394,IMP232190,0,0
9395,IMP516299,0,3
9396,IMPO19553,0,0
9397,IMPO10144,0,0
9398,IMPO14983,0,3
9399,IMPO11056,0,3
9400,IMPO13351,0,0
9401,IMPO16390,0,0
9402,IMPO10002,0,0
9403,IMPO12541,0,3
9404,IMPO15356,0,0
9405,IMPO19607,0,0
9406,IMPO13698,0,0
9407,IMPO14452,0,3
9408,IMPO16289,0,3
9409,IMPO11995,0,0
9410,IMPO18699,0,0
9411,IMPO19039,0,3
9412,IMP430394,0,3
9413,IMP115394,0,3
9414,IMP597711,1,3
9415,IMP976145,0,3
9416,IMP912658,0,0
9417,IMP411831,1,3
9418,IMP507551,0,0
9419,IMP483894,0,0
9420,IMP369820,0,0
9421,IMP830016,0,0
9422,IMP241735,0,0
9423,IMP104558,0,3
9424,IMP148184,0,3
9425,IMP487872,1,3
9426,IMP994104,0,0
9427,IMP971623,0,0
9428,IMP536611,0,3
9429,IMPO14073,0,0
9430,IMPO18435,1,3
9431,IMPO12624,0,0
9432,IMPO18827,0,0
9433,IMPO11923,0,3
9434,IMPO15118,1,3
9435,IMPO10751,0,0
9436,IMPO10704,0,3
9437,IMPO16773,0,3
9438,IMPO10445,0,0
9439,IMPO15452,0,0
9440,IMPO19092,0,3
9441,IMPO13416,0,3
9442,IMPO19821,0,0
9443,IMP100993,0,3
9444,IMP253192,0,0
9445,IMP147102,0,3
9446,IMP874876,0,3
9447,IMP806322,0,0
9448,IMP162237,0,3
9449,IMP307100,0,3
9450,IMP280195,0,3
9451,IMP360884,0,0
9452,IMP142105,0,0
9453,IMP710495,0,0
9454,IMP656261,0,0
9455,IMP655737,0,0
9456,IMP657249,0,0
9457,IMP287378,0,3
9458,IMP720663,0,0
9459,IMP207700,0,3
9460,IMP287283,0,0
9461,IMPO18729,1,3
9462,IMPO13770,0,3
9463,IMPO13296,0,0
9464,IMPO16828,0,0
9465,IMPO14345,1,3
9466,IMPO11532,0,3
9467,IMPO18576,0,3
9468,IMPO12787,0,3
9469,IMPO18202,0,0
9470,IMP459989,0,0
9471,IMP403866,0,3
9472,IMP342415,0,0
9473,IMP143570,0,0
9474,IMP348091,0,0
9475,IMP563411,0,0
9476,IMP336983,0,0
9477,IMP588827,0,0
9478,IMPO14607,1,3
9479,IMPO18121,0,0
9480,IMPO11569,0,3
9481,IMPO15425,0,0
9482,IMPO16735,0,0
9483,IMPO12224,1,3
9484,IMPO14594,0,3
9485,IMPO12118,0,3
9486,IMPO12351,0,0
9487,IMPO16626,0,3
9488,IMPO10092,0,0
9489,IMP160547,0,0
9490,IMP596213,0,0
9491,IMP515671,0,3
9492,IMP688679,0,3
9493,IMP407611,0,3
9494,IMP154692,0,3
9495,IMP676456,0,0
9496,IMP223933,0,0
9497,IMP713928,0,0
9498,IMP959925,0,0
9499,IMP712296,0,0
9500,IMP728481,0,3
9501,IMPO13792,0,0
9502,IMPO15541,1,3
9503,IMPO18512,0,0
9504,IMPO10151,0,3
9505,IMPO11615,1,3
9506,IMPO18502,0,0
9507,IMPO12476,0,0
9508,IMPO15251,0,0
9509,IMPO12770,0,0
9510,IMPO11127,0,3
9511,IMPO19848,0,3
9512,IMPO17971,0,0
9513,IMP821952,0,0
9514,IMP287402,0,0
9515,IMP603557,1,3
9516,IMP902718,0,0
9517,IMP392867,1,3
9518,IMP132536,0,3
9519,IMP131908,0,3
9520,IMP514923,0,3
9521,IMP805262,0,3
9522,IMP718823,0,3
9523,IMP210941,0,0
9524,IMP277296,0,0
9525,IMP285761,1,3
9526,IMPO17064,1,3
9527,IMPO11500,0,0
9528,IMPO19423,1,3
9529,IMPO12694,0,3
9530,IMPO13627,0,0
9531,IMPO18057,0,3
9532,IMP508826,0,3
9533,IMP282462,0,3
9534,IMP879364,0,3
9535,IMP799935,1,3
9536,IMP298259,0,3
9537,IMP446843,0,3
9538,IMP131927,0,3
9539,IMP451541,0,0
9540,IMP703272,0,0
9541,IMP940292,0,3
9542,IMP838386,0,0
9543,IMP668496,0,0
9544,IMP176382,0,0
9545,IMP211636,0,0
9546,IMPO17611,0,3
9547,IMPO16726,0,0
9548,IMPO10405,0,3
9549,IMPO11655,0,0
9550,IMPO16207,0,0
9551,IMPO11884,0,3
9552,IMPO13763,0,3
9553,IMPO18493,1,3
9554,IMP587142,0,3
9555,IMP488875,0,3
9556,IMP463338,0,3
9557,IMP137101,0,3
9558,IMP264340,0,3
9559,IMP635537,0,3
9560,IMP258785,0,3
9561,IMP137216,0,0
9562,IMP517590,0,0
9563,IMP438161,0,0
9564,IMP184404,0,3
9565,IMPO13891,0,3
9566,IMPO14241,0,3
9567,IMPO18130,0,3
9568,IMPO17371,2,3
9569,IMPO15628,0,0
9570,IMPO19266,0,0
9571,IMPO19536,0,0
9572,IMPO13671,0,0
9573,IMPO10858,2,3
9574,IMP911316,0,0
9575,IMP269517,0,0
9576,IMP629656,0,0
9577,IMP486998,0,0
9578,IMP223609,0,0
9579,IMP476638,0,0
9580,IMP504779,0,0
9581,IMP105313,0,3
9582,IMP986291,0,3
9583,IMP567114,0,3
9584,IMP888077,0,0
9585,IMP480042,0,3
9586,IMP657398,0,3
9587,IMPO17096,0,0
9588,IMPO19813,0,3
9589,IMPO17200,0,0
9590,IMPO17664,0,3
9591,IMPO14816,0,0
9592,IMP455216,0,0
9593,IMP786463,0,3
9594,IMP650509,0,0
9595,IMP295643,0,0
9596,IMP654119,0,0
9597,IMP218873,0,0
9598,IMP458965,0,3
9599,IMP617570,0,0
9600,IMP578845,0,0
9601,IMP426688,0,0
9602,IMP436119,0,0
9603,IMP281326,0,0
9604,IMP372748,1,3
9605,IMP877144,0,3
9606,IMP856694,1,3
9607,IMPO14871,1,3
9608,IMPO14958,0,3
9609,IMPO14194,0,0
9610,IMPO15668,0,3
9611,IMPO17706,0,3
9612,IMPO11614,0,3
9613,IMPO14197,0,0
9614,IMPO15515,0,0
9615,IMP227309,0,3
9616,IMP178466,0,3
9617,IMP327157,0,3
9618,IMP760916,0,0
9619,IMP254224,1,3
9620,IMP239316,0,3
9621,IMP946513,0,3
9622,IMP280775,0,0
9623,IMP998057,0,0
9624,IMP788786,0,0
9625,IMP437897,0,0
9626,IMPO18317,0,0
9627,IMPO14260,0,0
9628,IMPO14898,0,0
9629,IMPO11450,0,0
9630,IMPO15701,0,0
9631,IMPO15355,1,3
9632,IMP863431,0,3
9633,IMP486859,0,0
9634,IMP705173,0,3
9635,IMP150206,0,0
9636,IMP832847,0,0
9637,IMP747566,0,3
9638,IMP468639,0,0
9639,IMP350869,0,3
9640,IMP141712,0,3
9641,IMP872023,0,3
9642,IMPO11703,0,3
9643,IMPO10165,0,0
9644,IMPO12728,0,3
9645,IMPO18727,0,0
9646,IMPO16946,1,3
9647,IMPO17049,0,0
9648,IMPO19326,0,0
9649,IMP860426,0,3
9650,IMP355231,0,0
9651,IMP452052,0,0
9652,IMP492945,0,0
9653,IMP449791,0,3
9654,IMP727256,0,0
9655,IMP500086,0,3
9656,IMP286093,0,3
9657,IMP500594,0,0
9658,IMPO14411,0,3
9659,IMPO17063,0,0
9660,IMPO17803,0,0
9661,IMPO13998,0,3
9662,IMPO11591,1,3
9663,IMPO13813,0,3
9664,IMPO13722,0,3
9665,IMPO18282,0,0
9666,IMPO17975,0,0
9667,IMPO18005,1,3
9668,IMPO10860,0,0
9669,IMPO11416,0,0
9670,IMPO17498,0,3
9671,IMPO13121,1,3
9672,IMP290409,0,0
9673,IMP700582,1,3
9674,IMP265915,0,3
