,OFFICE&&IMPORTER.TIN,OFFICE&&IMPORTER.TIN_illicit_Qsum,OFFICE&&IMPORTER.TIN_illicit_Qrate
29058,OFFICE185&&IMPO12732,0,0
29059,OFFICE141&&IMPO12845,0,0
29060,OFFICE174&&IMPO13549,0,1
29061,OFFICE23&&IMP136597,0,1
29062,OFFICE92&&IMP888077,0,0
29063,OFFICE96&&IMP671861,0,0
29064,OFFICE40&&IMP333208,0,0
29065,OFFICE51&&IMP616096,0,0
29066,OFFICE78&&IMP836088,0,1
29067,OFFICE96&&IMP886280,0,0
29068,OFFICE59&&IMP907559,0,0
29069,OFFICE45&&IMP978966,0,1
29070,OFFICE59&&IMP965120,0,0
29071,OFFICE40&&IMP982826,0,1
29072,OFFICE23&&IMP426793,0,0
29073,OFFICE92&&IMP264163,0,0
29074,OFFICE92&&IMP747754,0,0
29075,OFFICE76&&IMP829444,0,0
29076,OFFICE18&&IMP358094,0,0
29077,OFFICE45&&IMP644361,0,0
29078,OFFICE76&&IMP546317,0,0
29079,OFFICE94&&IMP678579,0,0
29080,OFFICE40&&IMP591515,0,0
29081,OFFICE88&&IMP715356,0,0
29082,OFFICE81&&IMP291746,1,1
29083,OFFICE34&&IMP213647,0,0
29084,OFFICE88&&IMP832851,0,0
29085,OFFICE96&&IMP395885,0,1
29086,OFFICE23&&IMP751272,0,0
29087,OFFICE59&&IMP689545,0,0
29088,OFFICE88&&IMP830465,0,1
29089,OFFICE60&&IMP997006,0,0
29090,OFFICE96&&IMP828211,0,0
29091,OFFICE40&&IMP190500,0,0
29092,OFFICE76&&IMP881674,0,0
29093,OFFICE60&&IMP486944,0,0
29094,OFFICE23&&IMP457760,0,1
29095,OFFICE60&&IMP589185,0,1
29096,OFFICE60&&IMP761866,0,0
29097,OFFICE96&&IMP166531,0,0
29098,OFFICE40&&IMP341752,0,0
29099,OFFICE76&&IMP967345,0,1
29100,OFFICE51&&IMP478116,0,1
29101,OFFICE24&&IMP252991,0,0
29102,OFFICE66&&IMP689372,0,0
29103,OFFICE76&&IMP683200,0,0
29104,OFFICE24&&IMP473850,0,0
29105,OFFICE299&&IMPO16612,0,0
29106,OFFICE134&&IMPO13450,0,0
29107,OFFICE296&&IMPO12064,0,0
29108,OFFICE298&&IMPO15248,0,0
29109,OFFICE185&&IMPO10980,0,0
29110,OFFICE132&&IMPO17356,0,0
29111,OFFICE100&&IMPO12781,0,0
29112,OFFICE162&&IMPO12610,0,0
29113,OFFICE168&&IMPO13352,0,1
29114,OFFICE168&&IMPO18674,0,0
29115,OFFICE289&&IMPO15366,0,0
29116,OFFICE100&&IMPO12106,0,0
29117,OFFICE185&&IMPO11104,0,0
29118,OFFICE187&&IMPO13347,0,0
29119,OFFICE204&&IMPO16772,0,1
29120,OFFICE196&&IMPO17000,0,1
29121,OFFICE109&&IMPO19757,0,0
29122,OFFICE186&&IMPO16376,0,0
29123,OFFICE113&&IMPO16962,0,0
29124,OFFICE252&&IMPO18778,0,1
29125,OFFICE100&&IMPO16208,1,1
29126,OFFICE109&&IMPO13760,0,0
29127,OFFICE204&&IMPO10805,0,0
29128,OFFICE162&&IMPO12619,0,0
29129,OFFICE187&&IMPO16665,0,0
29130,OFFICE197&&IMPO13808,0,0
29131,OFFICE298&&IMPO19396,0,0
29132,OFFICE237&&IMPO10544,0,0
29133,OFFICE141&&IMPO15046,0,0
29134,OFFICE185&&IMPO10586,0,0
29135,OFFICE279&&IMPO19333,0,0
29136,OFFICE204&&IMPO10048,0,0
29137,OFFICE168&&IMPO12966,0,0
29138,OFFICE237&&IMPO12072,0,0
29139,OFFICE243&&IMPO17512,0,1
29140,OFFICE185&&IMPO17159,0,0
29141,OFFICE196&&IMPO10676,0,0
29142,OFFICE288&&IMPO12610,0,0
29143,OFFICE51&&IMP380533,0,0
29144,OFFICE92&&IMP170977,0,0
29145,OFFICE96&&IMP627437,0,0
29146,OFFICE40&&IMP793732,0,0
29147,OFFICE23&&IMP807056,0,0
29148,OFFICE59&&IMP296181,0,0
29149,OFFICE60&&IMP366273,0,0
29150,OFFICE59&&IMP246197,0,0
29151,OFFICE16&&IMP559421,0,0
29152,OFFICE34&&IMP657249,0,0
29153,OFFICE52&&IMP388561,0,0
29154,OFFICE40&&IMP512528,0,0
29155,OFFICE60&&IMP663846,0,0
29156,OFFICE76&&IMP418698,0,0
29157,OFFICE88&&IMP267867,0,1
29158,OFFICE23&&IMP294853,0,0
29159,OFFICE51&&IMP278990,0,0
29160,OFFICE66&&IMP976038,0,0
29161,OFFICE35&&IMP956750,0,0
29162,OFFICE45&&IMP173124,0,0
29163,OFFICE24&&IMP588660,0,0
29164,OFFICE24&&IMP955120,0,0
29165,OFFICE76&&IMP369049,0,0
29166,OFFICE24&&IMP408418,0,0
29167,OFFICE16&&IMP115605,0,0
29168,OFFICE24&&IMP839288,0,0
29169,OFFICE24&&IMP886143,0,0
29170,OFFICE24&&IMP112053,0,0
29171,OFFICE16&&IMP795744,0,0
29172,OFFICE40&&IMP904142,0,0
29173,OFFICE76&&IMP222053,0,0
29174,OFFICE23&&IMP518421,0,0
29175,OFFICE51&&IMP784037,0,0
29176,OFFICE45&&IMP712296,0,0
29177,OFFICE35&&IMP678358,0,0
29178,OFFICE292&&IMPO12541,0,1
29179,OFFICE100&&IMPO13589,0,0
29180,OFFICE127&&IMPO13439,0,0
29181,OFFICE127&&IMPO19048,0,0
29182,OFFICE223&&IMPO14829,0,0
29183,OFFICE210&&IMPO16507,0,1
29184,OFFICE180&&IMPO11591,0,0
29185,OFFICE100&&IMPO17871,0,1
29186,OFFICE180&&IMPO16995,0,1
29187,OFFICE296&&IMPO17490,0,0
29188,OFFICE187&&IMPO18687,0,0
29189,OFFICE186&&IMPO15399,0,0
29190,OFFICE187&&IMPO18298,0,0
29191,OFFICE197&&IMPO19980,0,0
29192,OFFICE204&&IMPO16082,0,0
29193,OFFICE223&&IMPO18350,0,0
29194,OFFICE113&&IMPO13476,0,0
29195,OFFICE187&&IMPO14039,0,0
29196,OFFICE222&&IMPO16315,0,1
29197,OFFICE100&&IMPO13842,0,0
29198,OFFICE298&&IMPO11934,0,0
29199,OFFICE237&&IMPO11175,0,0
29200,OFFICE196&&IMPO18753,0,1
29201,OFFICE168&&IMPO12709,0,0
29202,OFFICE66&&IMP716659,0,1
29203,OFFICE60&&IMP749811,0,0
29204,OFFICE60&&IMP934897,0,0
29205,OFFICE34&&IMP586438,0,0
29206,OFFICE35&&IMP915808,0,0
29207,OFFICE40&&IMP720203,0,0
29208,OFFICE88&&IMP414777,0,1
29209,OFFICE84&&IMP115044,0,0
29210,OFFICE60&&IMP575064,0,0
29211,OFFICE51&&IMP964471,0,0
29212,OFFICE51&&IMP888469,0,1
29213,OFFICE92&&IMP386493,0,0
29214,OFFICE81&&IMP203905,0,0
29215,OFFICE94&&IMP938680,0,0
29216,OFFICE66&&IMP870475,0,1
29217,OFFICE96&&IMP783278,0,0
29218,OFFICE76&&IMP772562,0,0
29219,OFFICE59&&IMP450815,0,0
29220,OFFICE24&&IMP699617,0,0
29221,OFFICE59&&IMP132197,0,0
29222,OFFICE81&&IMP849523,0,0
29223,OFFICE45&&IMP116006,0,0
29224,OFFICE59&&IMP295401,0,1
29225,OFFICE60&&IMP285607,0,0
29226,OFFICE92&&IMP584463,0,1
29227,OFFICE51&&IMP477326,0,0
29228,OFFICE51&&IMP843154,0,0
29229,OFFICE41&&IMP467914,0,1
29230,OFFICE87&&IMP227394,0,0
29231,OFFICE92&&IMP460375,0,0
29232,OFFICE76&&IMP806463,0,0
29233,OFFICE88&&IMP138476,0,1
29234,OFFICE92&&IMP418698,0,0
29235,OFFICE94&&IMP691865,0,0
29236,OFFICE16&&IMP831930,0,1
29237,OFFICE59&&IMP677766,0,0
29238,OFFICE94&&IMP808681,0,0
29239,OFFICE51&&IMP641202,0,0
29240,OFFICE16&&IMP142564,0,0
29241,OFFICE288&&IMPO13631,0,0
29242,OFFICE196&&IMPO14962,0,1
29243,OFFICE101&&IMPO15244,0,1
29244,OFFICE117&&IMPO10298,0,0
29245,OFFICE211&&IMPO17166,0,1
29246,OFFICE237&&IMPO18348,0,1
29247,OFFICE136&&IMPO19832,0,0
29248,OFFICE117&&IMPO17051,0,1
29249,OFFICE134&&IMPO14751,0,0
29250,OFFICE298&&IMPO13186,0,0
29251,OFFICE185&&IMPO11442,0,0
29252,OFFICE211&&IMPO11998,0,0
29253,OFFICE100&&IMPO10706,0,1
29254,OFFICE204&&IMPO12176,0,1
29255,OFFICE168&&IMPO19248,0,0
29256,OFFICE214&&IMPO15942,0,1
29257,OFFICE296&&IMPO14772,0,0
29258,OFFICE222&&IMPO12176,0,0
29259,OFFICE296&&IMPO16649,0,0
29260,OFFICE298&&IMPO10936,0,0
29261,OFFICE204&&IMPO17335,0,0
29262,OFFICE186&&IMPO10646,0,0
29263,OFFICE101&&IMPO13095,0,0
29264,OFFICE187&&IMPO16837,0,0
29265,OFFICE127&&IMPO17995,0,0
29266,OFFICE214&&IMPO15598,0,0
29267,OFFICE127&&IMPO15854,0,1
29268,OFFICE299&&IMPO11629,0,0
29269,OFFICE296&&IMPO15751,0,0
29270,OFFICE204&&IMPO11026,0,0
29271,OFFICE197&&IMPO14890,0,0
29272,OFFICE187&&IMPO12357,0,0
29273,OFFICE141&&IMPO19604,0,0
29274,OFFICE220&&IMPO14015,0,0
29275,OFFICE186&&IMPO14815,0,0
29276,OFFICE109&&IMPO17906,0,0
29277,OFFICE134&&IMPO13460,0,0
29278,OFFICE204&&IMPO16472,0,1
29279,OFFICE59&&IMP845278,0,0
29280,OFFICE96&&IMP311144,0,1
29281,OFFICE23&&IMP772753,0,0
29282,OFFICE52&&IMP111441,0,0
29283,OFFICE23&&IMP324349,0,0
29284,OFFICE84&&IMP627407,0,0
29285,OFFICE59&&IMP182260,0,0
29286,OFFICE81&&IMP150445,0,0
29287,OFFICE51&&IMP255120,0,0
29288,OFFICE45&&IMP447222,0,0
29289,OFFICE51&&IMP998626,0,0
29290,OFFICE59&&IMP527385,0,0
29291,OFFICE92&&IMP929180,0,0
29292,OFFICE51&&IMP392821,0,0
29293,OFFICE51&&IMP812205,0,0
29294,OFFICE94&&IMP955530,0,1
29295,OFFICE51&&IMP243991,0,0
29296,OFFICE60&&IMP889666,0,0
29297,OFFICE96&&IMP136331,0,0
29298,OFFICE60&&IMP160725,0,0
29299,OFFICE40&&IMP222053,0,0
29300,OFFICE51&&IMP438274,0,1
29301,OFFICE60&&IMP834152,0,1
29302,OFFICE41&&IMP461263,0,1
29303,OFFICE96&&IMP339232,0,0
29304,OFFICE45&&IMP552733,0,0
29305,OFFICE51&&IMP111441,0,0
29306,OFFICE81&&IMP265915,0,0
29307,OFFICE60&&IMP589386,0,0
29308,OFFICE51&&IMP175799,0,0
29309,OFFICE51&&IMP935752,0,0
29310,OFFICE298&&IMPO13123,0,0
29311,OFFICE127&&IMPO17329,0,0
29312,OFFICE168&&IMPO14348,0,1
29313,OFFICE167&&IMPO15852,0,0
29314,OFFICE186&&IMPO15631,0,0
29315,OFFICE197&&IMPO18580,0,0
29316,OFFICE204&&IMPO10502,0,0
29317,OFFICE214&&IMPO11557,0,0
29318,OFFICE180&&IMPO17628,0,0
29319,OFFICE187&&IMPO17985,0,1
29320,OFFICE185&&IMPO12852,0,0
29321,OFFICE141&&IMPO13888,1,1
29322,OFFICE187&&IMPO18484,0,1
29323,OFFICE222&&IMPO15244,0,0
29324,OFFICE187&&IMPO10796,0,0
29325,OFFICE187&&IMPO15554,0,0
29326,OFFICE100&&IMPO14863,0,0
29327,OFFICE185&&IMPO12897,0,1
29328,OFFICE187&&IMPO17588,0,0
29329,OFFICE298&&IMPO19085,0,0
29330,OFFICE185&&IMPO15771,0,0
29331,OFFICE296&&IMPO16498,0,0
29332,OFFICE237&&IMPO18979,0,0
29333,OFFICE168&&IMPO12752,0,0
29334,OFFICE296&&IMPO13590,0,0
29335,OFFICE299&&IMPO19931,0,0
29336,OFFICE24&&IMP467914,0,1
29337,OFFICE24&&IMP639868,0,0
29338,OFFICE51&&IMP876427,0,0
29339,OFFICE18&&IMP409337,0,0
29340,OFFICE88&&IMP753780,0,1
29341,OFFICE35&&IMP347681,0,0
29342,OFFICE96&&IMP447222,0,0
29343,OFFICE60&&IMP543063,0,0
29344,OFFICE60&&IMP735415,0,0
29345,OFFICE96&&IMP924391,0,0
29346,OFFICE40&&IMP551203,0,0
29347,OFFICE88&&IMP227569,0,0
29348,OFFICE45&&IMP289855,0,1
29349,OFFICE51&&IMP779511,0,0
29350,OFFICE24&&IMP920564,0,0
29351,OFFICE34&&IMP502189,0,0
29352,OFFICE81&&IMP395329,0,1
29353,OFFICE51&&IMP245125,0,0
29354,OFFICE23&&IMP285092,0,1
29355,OFFICE51&&IMP712978,0,0
29356,OFFICE87&&IMP314839,0,1
29357,OFFICE41&&IMP720753,0,0
29358,OFFICE52&&IMP913825,0,0
29359,OFFICE51&&IMP817794,0,0
29360,OFFICE59&&IMP624799,0,0
29361,OFFICE60&&IMP836875,0,0
29362,OFFICE40&&IMP741507,0,0
29363,OFFICE96&&IMP894296,0,0
29364,OFFICE35&&IMP895380,0,0
29365,OFFICE18&&IMP157353,0,0
29366,OFFICE60&&IMP995997,0,0
29367,OFFICE87&&IMP499173,0,1
29368,OFFICE51&&IMP158890,0,1
29369,OFFICE59&&IMP939946,0,1
29370,OFFICE41&&IMP647472,0,0
29371,OFFICE51&&IMP667012,0,0
29372,OFFICE23&&IMP402515,0,1
29373,OFFICE92&&IMP269700,0,0
29374,OFFICE76&&IMP196973,0,0
29375,OFFICE237&&IMPO19022,0,0
29376,OFFICE292&&IMPO15382,0,1
29377,OFFICE127&&IMPO19633,0,0
29378,OFFICE210&&IMPO14973,0,0
29379,OFFICE100&&IMPO18350,0,0
29380,OFFICE178&&IMPO12903,0,0
29381,OFFICE122&&IMPO16599,0,0
29382,OFFICE180&&IMPO13221,0,0
29383,OFFICE243&&IMPO10954,0,0
29384,OFFICE168&&IMPO13772,0,0
29385,OFFICE214&&IMPO16595,0,0
29386,OFFICE168&&IMPO15689,0,0
29387,OFFICE141&&IMPO14696,0,0
29388,OFFICE237&&IMPO15325,0,0
29389,OFFICE141&&IMPO17417,0,1
29390,OFFICE100&&IMPO12270,0,0
29391,OFFICE287&&IMPO17480,0,0
29392,OFFICE168&&IMPO12844,0,0
29393,OFFICE234&&IMPO11088,0,0
29394,OFFICE185&&IMPO10089,0,0
29395,OFFICE187&&IMPO14993,0,0
29396,OFFICE141&&IMPO10985,0,0
29397,OFFICE126&&IMPO15732,0,0
29398,OFFICE180&&IMPO16620,0,0
29399,OFFICE222&&IMPO19458,0,0
29400,OFFICE296&&IMPO14101,0,0
29401,OFFICE123&&IMPO15394,0,0
29402,OFFICE204&&IMPO19643,0,0
29403,OFFICE24&&IMP517788,0,1
29404,OFFICE92&&IMP717647,0,0
29405,OFFICE81&&IMP513550,0,1
29406,OFFICE51&&IMP917839,0,0
29407,OFFICE59&&IMP565632,0,0
29408,OFFICE76&&IMP517665,0,0
29409,OFFICE92&&IMP230519,0,1
29410,OFFICE88&&IMP138205,0,1
29411,OFFICE78&&IMP277457,0,0
29412,OFFICE76&&IMP446225,0,1
29413,OFFICE45&&IMP164293,0,0
29414,OFFICE40&&IMP226488,0,1
29415,OFFICE51&&IMP807996,0,0
29416,OFFICE59&&IMP107695,0,0
29417,OFFICE52&&IMP279189,0,0
29418,OFFICE96&&IMP685362,0,1
29419,OFFICE41&&IMP773327,0,0
29420,OFFICE76&&IMP372694,0,0
29421,OFFICE59&&IMP521301,0,1
29422,OFFICE92&&IMP291788,0,0
29423,OFFICE51&&IMP791348,0,0
29424,OFFICE59&&IMP155718,0,1
29425,OFFICE59&&IMP888665,0,0
29426,OFFICE87&&IMP367910,0,0
29427,OFFICE59&&IMP535522,0,0
29428,OFFICE76&&IMP188008,0,0
29429,OFFICE92&&IMP305416,0,0
29430,OFFICE60&&IMP746002,0,0
29431,OFFICE40&&IMP181986,0,0
29432,OFFICE76&&IMP901000,0,0
29433,OFFICE88&&IMP308110,0,0
29434,OFFICE59&&IMP652341,0,0
29435,OFFICE59&&IMP898068,0,0
29436,OFFICE23&&IMP832844,0,0
29437,OFFICE76&&IMP953529,0,0
29438,OFFICE105&&IMPO11586,0,0
29439,OFFICE222&&IMPO18949,0,0
29440,OFFICE186&&IMPO17667,0,0
29441,OFFICE187&&IMPO15474,0,1
29442,OFFICE211&&IMPO12391,0,0
29443,OFFICE299&&IMPO16065,0,0
29444,OFFICE162&&IMPO10717,0,0
29445,OFFICE243&&IMPO10069,0,1
29446,OFFICE127&&IMPO12974,0,1
29447,OFFICE223&&IMPO18620,0,1
29448,OFFICE123&&IMPO16977,0,0
29449,OFFICE296&&IMPO16089,0,0
29450,OFFICE298&&IMPO17377,0,0
29451,OFFICE299&&IMPO15501,0,0
29452,OFFICE122&&IMPO10581,0,0
29453,OFFICE197&&IMPO19262,0,0
29454,OFFICE187&&IMPO12303,0,0
29455,OFFICE296&&IMPO10535,0,0
29456,OFFICE243&&IMPO19250,0,0
29457,OFFICE100&&IMPO19876,0,0
29458,OFFICE299&&IMPO18533,0,1
29459,OFFICE197&&IMPO17646,0,0
29460,OFFICE299&&IMPO16537,0,1
29461,OFFICE134&&IMPO18322,0,0
29462,OFFICE186&&IMPO18058,0,1
29463,OFFICE222&&IMPO19879,0,1
29464,OFFICE134&&IMPO19109,0,0
29465,OFFICE237&&IMPO16317,0,0
29466,OFFICE234&&IMPO14301,0,0
29467,OFFICE187&&IMPO11695,0,0
29468,OFFICE296&&IMPO19314,0,0
29469,OFFICE122&&IMPO10405,0,1
29470,OFFICE197&&IMPO15621,0,0
29471,OFFICE196&&IMPO11135,0,0
29472,OFFICE113&&IMPO10845,0,0
29473,OFFICE187&&IMPO19625,0,0
29474,OFFICE222&&IMPO15626,0,0
29475,OFFICE292&&IMPO19865,0,1
29476,OFFICE210&&IMPO18326,0,0
29477,OFFICE51&&IMP896509,0,0
29478,OFFICE51&&IMP308110,0,0
29479,OFFICE60&&IMP975045,0,0
29480,OFFICE78&&IMP513957,0,1
29481,OFFICE24&&IMP386343,0,0
29482,OFFICE59&&IMP669645,0,1
29483,OFFICE45&&IMP601053,0,0
29484,OFFICE51&&IMP273341,0,1
29485,OFFICE23&&IMP265535,0,0
29486,OFFICE40&&IMP954362,0,0
29487,OFFICE78&&IMP916274,0,0
29488,OFFICE52&&IMP797852,0,0
29489,OFFICE96&&IMP679098,0,0
29490,OFFICE51&&IMP172330,0,0
29491,OFFICE59&&IMP817078,0,0
29492,OFFICE59&&IMP882078,0,0
29493,OFFICE40&&IMP399261,0,0
29494,OFFICE60&&IMP143570,0,0
29495,OFFICE60&&IMP626682,0,0
29496,OFFICE94&&IMP917839,0,0
29497,OFFICE51&&IMP218760,0,0
29498,OFFICE51&&IMP101911,0,0
29499,OFFICE96&&IMP140416,0,0
29500,OFFICE60&&IMP223468,0,1
29501,OFFICE78&&IMP349178,0,0
29502,OFFICE76&&IMP193077,0,0
29503,OFFICE92&&IMP870386,0,1
29504,OFFICE60&&IMP988817,0,0
29505,OFFICE76&&IMP901579,0,0
29506,OFFICE96&&IMP377749,0,0
29507,OFFICE96&&IMP662131,0,1
29508,OFFICE59&&IMP733414,0,0
29509,OFFICE81&&IMP716774,0,0
29510,OFFICE59&&IMP272973,0,0
29511,OFFICE60&&IMP468728,0,0
29512,OFFICE81&&IMP355877,0,0
29513,OFFICE23&&IMP394257,0,1
29514,OFFICE59&&IMP907154,0,0
29515,OFFICE94&&IMP793955,0,1
29516,OFFICE88&&IMP115642,0,1
29517,OFFICE59&&IMP878144,0,1
29518,OFFICE59&&IMP192856,0,0
29519,OFFICE87&&IMP900781,0,1
29520,OFFICE88&&IMP222214,0,0
29521,OFFICE76&&IMP206087,0,0
29522,OFFICE168&&IMPO14550,0,0
29523,OFFICE105&&IMPO17116,0,0
29524,OFFICE100&&IMPO11874,0,0
29525,OFFICE162&&IMPO16288,0,0
29526,OFFICE100&&IMPO11656,0,0
29527,OFFICE141&&IMPO10487,0,1
29528,OFFICE298&&IMPO19387,0,1
29529,OFFICE186&&IMPO13796,0,0
29530,OFFICE180&&IMPO15595,0,0
29531,OFFICE196&&IMPO13279,0,0
29532,OFFICE126&&IMPO14468,0,0
29533,OFFICE289&&IMPO12718,0,0
29534,OFFICE222&&IMPO17115,0,0
29535,OFFICE167&&IMPO12080,0,1
29536,OFFICE220&&IMPO14376,0,0
29537,OFFICE134&&IMPO13312,0,0
29538,OFFICE246&&IMPO16941,0,0
29539,OFFICE100&&IMPO19910,0,0
29540,OFFICE186&&IMPO13678,0,0
29541,OFFICE214&&IMPO18401,0,1
29542,OFFICE297&&IMPO14011,0,0
29543,OFFICE168&&IMPO16903,0,0
29544,OFFICE237&&IMPO17280,0,0
29545,OFFICE134&&IMPO19358,0,1
29546,OFFICE186&&IMPO18809,0,0
29547,OFFICE174&&IMPO11376,0,0
29548,OFFICE296&&IMPO15456,0,0
29549,OFFICE122&&IMPO12535,0,0
29550,OFFICE186&&IMPO14186,0,0
29551,OFFICE287&&IMPO19698,0,0
29552,OFFICE186&&IMPO15838,0,0
29553,OFFICE162&&IMPO10583,0,1
29554,OFFICE185&&IMPO13041,0,0
29555,OFFICE109&&IMPO15321,0,0
29556,OFFICE24&&IMP137380,0,0
29557,OFFICE41&&IMP346397,0,1
29558,OFFICE92&&IMP247205,0,0
29559,OFFICE76&&IMP759044,0,0
29560,OFFICE24&&IMP643137,0,0
29561,OFFICE59&&IMP643069,0,0
29562,OFFICE34&&IMP936536,0,0
29563,OFFICE24&&IMP733694,0,0
29564,OFFICE59&&IMP726537,0,0
29565,OFFICE60&&IMP538553,0,0
29566,OFFICE51&&IMP897460,0,1
29567,OFFICE60&&IMP932346,0,0
29568,OFFICE24&&IMP192796,0,0
29569,OFFICE92&&IMP852740,0,0
29570,OFFICE51&&IMP824564,0,0
29571,OFFICE81&&IMP481155,0,0
29572,OFFICE76&&IMP771172,0,1
29573,OFFICE60&&IMP365812,0,0
29574,OFFICE76&&IMP587015,0,0
29575,OFFICE92&&IMP877423,0,0
29576,OFFICE59&&IMP595523,0,0
29577,OFFICE84&&IMP575042,0,1
29578,OFFICE60&&IMP401834,0,0
29579,OFFICE78&&IMP346407,0,0
29580,OFFICE76&&IMP452540,0,0
29581,OFFICE51&&IMP853121,0,0
29582,OFFICE34&&IMP229787,0,0
29583,OFFICE88&&IMP196125,0,0
29584,OFFICE18&&IMP139044,0,0
29585,OFFICE18&&IMP640952,0,0
29586,OFFICE92&&IMP426771,0,0
29587,OFFICE18&&IMP229787,0,0
29588,OFFICE92&&IMP407823,0,0
29589,OFFICE76&&IMP686207,0,1
29590,OFFICE60&&IMP530401,0,0
29591,OFFICE24&&IMP635985,0,0
29592,OFFICE96&&IMP751071,0,0
29593,OFFICE52&&IMP114267,0,0
29594,OFFICE41&&IMP236041,0,0
29595,OFFICE40&&IMP623443,0,1
29596,OFFICE96&&IMP941032,0,0
29597,OFFICE76&&IMP526448,0,0
29598,OFFICE59&&IMP593803,0,0
29599,OFFICE214&&IMPO12357,0,0
29600,OFFICE122&&IMPO15322,0,0
29601,OFFICE197&&IMPO14225,0,1
29602,OFFICE100&&IMPO15859,0,0
29603,OFFICE296&&IMPO19787,0,0
29604,OFFICE168&&IMPO11738,0,0
29605,OFFICE134&&IMPO17133,0,0
29606,OFFICE186&&IMPO11680,0,1
29607,OFFICE246&&IMPO14178,0,0
29608,OFFICE296&&IMPO11716,0,0
29609,OFFICE204&&IMPO19657,0,0
29610,OFFICE252&&IMPO14770,0,0
29611,OFFICE187&&IMPO12217,0,0
29612,OFFICE292&&IMPO14713,0,0
29613,OFFICE123&&IMPO16058,0,0
29614,OFFICE237&&IMPO11080,0,0
29615,OFFICE134&&IMPO13343,0,0
29616,OFFICE141&&IMPO18552,0,0
29617,OFFICE134&&IMPO13989,0,0
29618,OFFICE185&&IMPO19175,0,0
29619,OFFICE211&&IMPO10024,0,0
29620,OFFICE109&&IMPO10152,0,0
29621,OFFICE100&&IMPO11454,0,0
29622,OFFICE186&&IMPO17065,0,0
29623,OFFICE109&&IMPO15222,0,1
29624,OFFICE237&&IMPO12204,0,1
29625,OFFICE222&&IMPO15474,0,1
29626,OFFICE204&&IMPO12554,0,1
29627,OFFICE246&&IMPO14704,0,0
29628,OFFICE162&&IMPO11037,0,0
29629,OFFICE220&&IMPO11330,0,1
29630,OFFICE178&&IMPO14695,0,1
29631,OFFICE185&&IMPO18644,0,0
29632,OFFICE211&&IMPO13785,0,1
29633,OFFICE134&&IMPO11384,0,0
29634,OFFICE134&&IMPO16445,0,0
29635,OFFICE186&&IMPO17388,0,1
29636,OFFICE233&&IMPO11424,0,0
29637,OFFICE237&&IMPO18498,0,0
29638,OFFICE168&&IMPO15931,0,0
29639,OFFICE186&&IMPO18687,0,0
29640,OFFICE178&&IMPO13075,0,1
29641,OFFICE214&&IMPO16222,0,0
29642,OFFICE51&&IMP560008,0,1
29643,OFFICE40&&IMP915427,0,0
29644,OFFICE76&&IMP647985,0,0
29645,OFFICE59&&IMP851403,0,0
29646,OFFICE76&&IMP761339,0,0
29647,OFFICE40&&IMP396995,0,0
29648,OFFICE23&&IMP706385,0,0
29649,OFFICE51&&IMP442289,0,0
29650,OFFICE81&&IMP294531,0,0
29651,OFFICE34&&IMP471870,0,0
29652,OFFICE24&&IMP521301,0,0
29653,OFFICE18&&IMP720753,0,0
29654,OFFICE92&&IMP960463,0,0
29655,OFFICE66&&IMP962728,0,0
29656,OFFICE40&&IMP810438,0,1
29657,OFFICE35&&IMP998406,0,0
29658,OFFICE59&&IMP569289,0,0
29659,OFFICE60&&IMP344454,0,0
29660,OFFICE66&&IMP674439,0,0
29661,OFFICE60&&IMP306780,0,0
29662,OFFICE40&&IMP267720,0,0
29663,OFFICE94&&IMP119811,0,0
29664,OFFICE60&&IMP241914,0,0
29665,OFFICE59&&IMP523123,0,0
29666,OFFICE51&&IMP226034,0,0
29667,OFFICE59&&IMP624842,0,0
29668,OFFICE34&&IMP795744,0,0
29669,OFFICE92&&IMP159875,0,0
29670,OFFICE23&&IMP242995,0,0
29671,OFFICE60&&IMP969597,0,0
29672,OFFICE51&&IMP474793,0,0
29673,OFFICE76&&IMP642568,0,0
29674,OFFICE59&&IMP889666,0,1
29675,OFFICE94&&IMP166141,0,0
29676,OFFICE41&&IMP124597,0,0
29677,OFFICE24&&IMP656135,0,1
29678,OFFICE52&&IMP863899,0,1
29679,OFFICE60&&IMP538161,0,0
29680,OFFICE92&&IMP854194,0,0
29681,OFFICE41&&IMP893667,0,0
29682,OFFICE66&&IMP403267,0,0
29683,OFFICE92&&IMP825562,0,1
29684,OFFICE60&&IMP127201,0,1
29685,OFFICE40&&IMP318575,0,1
29686,OFFICE96&&IMP538553,0,1
29687,OFFICE92&&IMP571878,0,0
29688,OFFICE92&&IMP795395,1,1
29689,OFFICE92&&IMP447121,0,1
29690,OFFICE51&&IMP626385,0,0
29691,OFFICE45&&IMP742870,0,0
29692,OFFICE92&&IMP523550,0,0
29693,OFFICE233&&IMPO14374,0,1
29694,OFFICE237&&IMPO18293,0,0
29695,OFFICE296&&IMPO18936,0,1
29696,OFFICE113&&IMPO17123,0,0
29697,OFFICE187&&IMPO16047,0,0
29698,OFFICE288&&IMPO10763,0,1
29699,OFFICE141&&IMPO17253,0,0
29700,OFFICE299&&IMPO15321,0,0
29701,OFFICE186&&IMPO19355,0,0
29702,OFFICE134&&IMPO19111,0,1
29703,OFFICE210&&IMPO12731,0,1
29704,OFFICE292&&IMPO14941,0,0
29705,OFFICE127&&IMPO11948,0,0
29706,OFFICE298&&IMPO11294,0,0
