,OFFICE&&TARIFF.CODE,OFFICE&&TARIFF.CODE_illicit_Qsum,OFFICE&&TARIFF.CODE_illicit_Qrate
18286,OFFICE100&&7321119091,0,0
18287,OFFICE211&&5209420000,0,0
18288,OFFICE296&&5603129010,0,0
18289,OFFICE168&&6402919000,0,2
18290,OFFICE237&&406908100,0,0
18291,OFFICE237&&8309909099,0,0
18292,OFFICE127&&7310291000,0,2
18293,OFFICE211&&7507120000,0,0
18294,OFFICE122&&9015809309,0,0
18295,OFFICE96&&9032890000,0,2
18296,OFFICE92&&3402110012,0,2
18297,OFFICE59&&9022120000,0,2
18298,OFFICE84&&8536300000,0,2
18299,OFFICE51&&5513490000,0,0
18300,OFFICE60&&8483500000,1,2
18301,OFFICE60&&3204110000,0,2
18302,OFFICE92&&5603130000,0,0
18303,OFFICE88&&5901100000,0,0
18304,OFFICE52&&1509909000,0,2
18305,OFFICE94&&3915100000,0,2
18306,OFFICE78&&8703231119,0,2
18307,OFFICE76&&2104200000,0,0
18308,OFFICE23&&8703241126,0,0
18309,OFFICE45&&8471300039,1,2
18310,OFFICE51&&5503300000,0,0
18311,OFFICE40&&405900091,0,0
18312,OFFICE60&&3912310000,0,0
18313,OFFICE78&&3926300000,0,0
18314,OFFICE94&&7616999000,0,0
18315,OFFICE24&&8541400000,0,2
18316,OFFICE51&&4820200000,0,2
18317,OFFICE45&&8518220000,0,2
18318,OFFICE40&&7005100000,1,2
18319,OFFICE40&&6807100000,0,0
18320,OFFICE223&&6109902008,0,0
18321,OFFICE134&&8414900009,0,0
18322,OFFICE185&&6103490012,0,0
18323,OFFICE296&&3206497009,0,0
18324,OFFICE186&&7318149100,0,0
18325,OFFICE162&&9025900000,0,2
18326,OFFICE234&&8413308099,0,0
18327,OFFICE127&&6112399099,0,0
18328,OFFICE136&&8413820090,0,0
18329,OFFICE211&&8708309109,0,2
18330,OFFICE298&&4908900010,0,0
18331,OFFICE178&&8708939009,0,0
18332,OFFICE186&&9005900030,0,0
18333,OFFICE100&&8803300001,0,0
18334,OFFICE187&&3925908000,0,0
18335,OFFICE100&&5903209000,0,0
18336,OFFICE134&&8708912001,0,2
18337,OFFICE162&&8512309009,0,0
18338,OFFICE100&&8517709041,0,2
18339,OFFICE126&&9017203990,0,2
18340,OFFICE152&&3917390009,0,2
18341,OFFICE105&&8511800002,0,0
18342,OFFICE134&&5515119000,0,0
18343,OFFICE237&&5513290000,0,0
18344,OFFICE141&&2208202700,0,2
18345,OFFICE168&&2517490009,0,0
18346,OFFICE136&&6211331003,0,0
18347,OFFICE100&&9013809092,0,0
18348,OFFICE223&&8418690020,0,2
18349,OFFICE187&&8712003090,0,0
18350,OFFICE113&&9028200090,0,2
18351,OFFICE168&&8409910001,0,0
18352,OFFICE162&&4822900090,0,0
18353,OFFICE109&&7304399200,0,0
18354,OFFICE185&&2937220000,0,0
18355,OFFICE196&&4801000001,0,0
18356,OFFICE84&&5509350000,0,0
18357,OFFICE81&&8450110000,0,0
18358,OFFICE94&&7216310000,0,0
18359,OFFICE92&&8429190000,0,2
18360,OFFICE59&&6001220000,0,2
18361,OFFICE16&&6700000000,0,2
18362,OFFICE51&&9018310000,0,0
18363,OFFICE94&&3505100000,0,2
18364,OFFICE96&&2941900000,0,0
18365,OFFICE87&&8527199000,0,0
18366,OFFICE35&&3204110000,0,0
18367,OFFICE88&&7323100000,0,0
18368,OFFICE60&&7208210000,0,0
18369,OFFICE76&&4901100000,0,0
18370,OFFICE40&&8532240000,0,0
18371,OFFICE96&&6117800000,0,0
18372,OFFICE52&&4016990000,0,0
18373,OFFICE18&&8302410000,0,2
18374,OFFICE24&&9507900000,0,2
18375,OFFICE59&&4011300031,0,0
18376,OFFICE45&&7308300000,0,0
18377,OFFICE51&&4115100000,0,2
18378,OFFICE60&&7212200000,0,0
18379,OFFICE214&&9026202009,0,0
18380,OFFICE168&&2929100000,0,0
18381,OFFICE168&&6804229090,0,0
18382,OFFICE141&&8515801009,0,0
18383,OFFICE127&&6212200091,0,0
18384,OFFICE186&&6104620003,0,0
18385,OFFICE162&&5205230001,0,2
18386,OFFICE210&&8539299899,0,0
18387,OFFICE220&&8211910099,0,2
18388,OFFICE204&&5603129010,0,0
18389,OFFICE197&&6217900009,0,0
18390,OFFICE196&&8413308020,0,0
18391,OFFICE237&&2915210000,0,0
18392,OFFICE109&&8202390003,0,2
18393,OFFICE237&&7005103001,0,0
18394,OFFICE178&&8708299009,0,0
18395,OFFICE287&&8462918009,0,0
18396,OFFICE168&&4205009099,0,2
18397,OFFICE187&&8439990000,0,0
18398,OFFICE187&&4303109000,0,0
18399,OFFICE186&&4009310080,0,0
18400,OFFICE292&&4821109000,0,0
18401,OFFICE204&&5515191000,0,2
18402,OFFICE279&&3910000090,0,2
18403,OFFICE298&&6211490086,0,0
18404,OFFICE289&&6006240000,0,2
18405,OFFICE289&&8301500000,0,0
18406,OFFICE134&&8515809009,0,0
18407,OFFICE123&&8510100000,0,2
18408,OFFICE127&&8413708110,0,2
18409,OFFICE113&&1001190000,0,0
18410,OFFICE109&&5605000009,0,0
18411,OFFICE237&&6204430001,0,0
18412,OFFICE237&&8544421090,0,0
18413,OFFICE186&&7318290009,0,2
18414,OFFICE100&&8536901091,0,2
18415,OFFICE296&&1702309099,0,0
18416,OFFICE134&&8409990002,0,0
18417,OFFICE185&&8208300001,0,0
18418,OFFICE296&&5205230009,0,0
18419,OFFICE140&&5401101200,0,0
18420,OFFICE298&&9615900090,0,0
18421,OFFICE187&&7210500010,0,2
18422,OFFICE197&&4203400000,0,0
18423,OFFICE186&&7326909887,0,0
18424,OFFICE296&&8544700000,0,0
18425,OFFICE292&&7403190000,0,0
18426,OFFICE76&&4503900000,0,0
18427,OFFICE94&&303790000,0,0
18428,OFFICE51&&6900000000,0,0
18429,OFFICE18&&8703231923,0,0
18430,OFFICE76&&403102000,0,0
18431,OFFICE84&&8438300000,0,0
18432,OFFICE87&&2522200000,0,0
18433,OFFICE76&&2826900000,0,0
18434,OFFICE60&&3405300000,0,2
18435,OFFICE24&&3904400000,0,0
18436,OFFICE51&&2924290000,0,0
18437,OFFICE45&&9506190000,0,0
18438,OFFICE60&&8421390000,0,2
18439,OFFICE41&&8705400000,0,0
18440,OFFICE76&&5204200000,1,2
18441,OFFICE40&&2905130000,0,0
18442,OFFICE60&&2711130000,0,0
18443,OFFICE92&&3917221000,0,0
18444,OFFICE51&&3904400000,0,0
18445,OFFICE66&&7307190000,0,2
18446,OFFICE78&&8541600000,0,0
18447,OFFICE40&&8516100000,0,0
18448,OFFICE76&&4504900000,0,0
18449,OFFICE40&&8708300000,0,0
18450,OFFICE45&&8443390000,0,0
18451,OFFICE59&&7505110000,0,0
18452,OFFICE16&&7208510000,1,2
18453,OFFICE52&&8429590000,0,2
18454,OFFICE23&&8517620000,0,2
18455,OFFICE81&&2929100000,0,0
18456,OFFICE111&&6211339008,0,0
18457,OFFICE100&&6203228001,0,0
18458,OFFICE168&&8708999796,0,0
18459,OFFICE178&&8536700090,0,2
18460,OFFICE185&&6206300009,0,0
18461,OFFICE134&&7222309700,0,0
18462,OFFICE197&&4010120001,0,0
18463,OFFICE299&&4811590070,0,0
18464,OFFICE204&&9401300000,0,0
18465,OFFICE141&&3812100000,0,0
18466,OFFICE109&&3824909795,0,0
18467,OFFICE296&&4807008099,0,0
18468,OFFICE122&&5509920000,0,0
18469,OFFICE233&&9506210000,0,0
18470,OFFICE220&&3920930000,0,0
18471,OFFICE132&&8480490000,0,0
18472,OFFICE187&&8511100000,0,0
18473,OFFICE214&&4015900000,0,0
18474,OFFICE127&&9025198010,0,2
18475,OFFICE109&&8215991009,0,2
18476,OFFICE298&&805501000,0,2
18477,OFFICE214&&6204623901,0,2
18478,OFFICE211&&5901900002,0,0
18479,OFFICE237&&3306100000,0,0
18480,OFFICE123&&9002190000,0,0
18481,OFFICE298&&8703339014,0,0
18482,OFFICE214&&6406909093,0,0
18483,OFFICE136&&2710990099,0,2
18484,OFFICE187&&7318157050,0,0
18485,OFFICE88&&7321111012,0,0
18486,OFFICE40&&8421390000,0,0
18487,OFFICE96&&8480100000,0,0
18488,OFFICE23&&8714190000,0,2
18489,OFFICE92&&2204210000,1,2
18490,OFFICE94&&802909000,0,2
18491,OFFICE59&&8413500000,0,2
18492,OFFICE41&&7604100000,0,2
18493,OFFICE40&&2842100000,0,0
18494,OFFICE18&&8425110000,0,2
18495,OFFICE16&&8703221917,0,0
18496,OFFICE16&&6001220000,0,0
18497,OFFICE24&&8610000000,0,2
18498,OFFICE18&&3824500000,0,0
18499,OFFICE96&&3902300000,0,0
18500,OFFICE40&&8431490000,0,0
18501,OFFICE84&&2936290000,0,0
18502,OFFICE88&&3920690000,0,0
18503,OFFICE60&&8402120000,0,2
18504,OFFICE51&&2921290000,0,0
18505,OFFICE76&&8455210000,0,2
18506,OFFICE60&&8413919000,0,0
18507,OFFICE35&&8701900092,0,2
18508,OFFICE88&&8424100000,0,0
18509,OFFICE60&&3206490000,0,0
18510,OFFICE52&&1006301039,0,0
18511,OFFICE88&&7304900000,0,2
18512,OFFICE60&&5806200000,0,0
18513,OFFICE59&&3903190000,0,0
18514,OFFICE96&&8504330000,0,2
18515,OFFICE40&&3926100000,0,0
18516,OFFICE45&&9405500000,0,0
18517,OFFICE40&&8709190000,0,0
18518,OFFICE24&&8480710000,0,2
18519,OFFICE59&&2833190000,0,0
18520,OFFICE94&&9018310000,0,2
18521,OFFICE51&&4813900000,0,0
18522,OFFICE299&&9612108009,0,0
18523,OFFICE168&&6211390018,0,2
18524,OFFICE185&&8413308010,0,0
18525,OFFICE299&&5508109000,0,0
18526,OFFICE100&&8413910003,0,2
18527,OFFICE279&&4707901000,0,0
18528,OFFICE187&&7601202000,0,0
18529,OFFICE100&&6402999600,0,2
18530,OFFICE127&&9503004909,0,2
18531,OFFICE185&&2803000001,0,2
18532,OFFICE187&&4009310020,0,0
18533,OFFICE168&&7210708020,0,0
18534,OFFICE237&&9026108909,0,0
18535,OFFICE289&&3813000001,0,0
18536,OFFICE122&&8402199000,0,0
18537,OFFICE204&&3901209000,0,0
18538,OFFICE109&&7020008090,0,0
18539,OFFICE134&&8215991003,0,0
18540,OFFICE178&&8421392000,0,2
18541,OFFICE214&&4407109800,0,0
18542,OFFICE117&&8526920009,0,2
18543,OFFICE223&&8428330090,0,2
18544,OFFICE237&&3907300000,0,0
18545,OFFICE109&&4901100009,0,0
18546,OFFICE113&&5911200000,0,0
18547,OFFICE299&&8302420009,0,0
18548,OFFICE210&&5408100000,0,0
18549,OFFICE214&&3921190000,0,0
18550,OFFICE220&&3919900000,0,2
18551,OFFICE132&&8711500000,0,0
18552,OFFICE279&&2923200000,0,2
18553,OFFICE289&&5804109000,0,2
18554,OFFICE109&&8423813000,0,0
18555,OFFICE122&&5407940000,0,0
18556,OFFICE214&&7607209090,0,2
18557,OFFICE100&&8421230000,0,0
18558,OFFICE24&&3918100000,0,2
18559,OFFICE41&&7005290000,0,0
18560,OFFICE60&&2208500000,0,0
18561,OFFICE59&&5509210000,0,0
18562,OFFICE78&&9105210000,0,0
18563,OFFICE40&&4811900099,0,0
18564,OFFICE52&&9207900000,1,2
18565,OFFICE40&&8411990000,0,0
18566,OFFICE88&&5109100000,0,2
18567,OFFICE87&&3923900000,0,0
18568,OFFICE59&&8214900000,0,0
18569,OFFICE18&&8703231119,0,0
18570,OFFICE84&&8714990099,0,0
18571,OFFICE34&&8706001300,0,2
18572,OFFICE59&&2836910000,0,0
18573,OFFICE51&&8702901294,0,2
18574,OFFICE35&&8208300000,0,0
18575,OFFICE34&&7323100000,0,0
18576,OFFICE40&&9405920000,1,2
18577,OFFICE40&&5407200021,0,0
18578,OFFICE24&&8716100000,0,0
18579,OFFICE185&&1602209000,0,0
18580,OFFICE174&&2204217803,0,0
18581,OFFICE220&&9021400000,0,0
18582,OFFICE186&&7202495000,0,0
18583,OFFICE187&&5408310001,0,0
18584,OFFICE109&&3903300000,0,0
18585,OFFICE243&&2710194890,0,2
18586,OFFICE100&&4407109800,0,2
18587,OFFICE178&&8448200000,0,0
18588,OFFICE187&&9031809899,0,0
18589,OFFICE109&&7604291090,0,0
18590,OFFICE126&&2825500000,0,2
18591,OFFICE105&&3304300001,0,0
18592,OFFICE168&&8425390090,0,0
18593,OFFICE140&&8538909902,0,0
18594,OFFICE127&&6006220000,0,0
18595,OFFICE214&&2007911000,0,2
18596,OFFICE298&&6117808099,0,2
18597,OFFICE223&&8419908599,0,0
18598,OFFICE296&&2836200000,0,0
18599,OFFICE136&&8517709049,0,2
18600,OFFICE187&&8544421010,0,0
18601,OFFICE187&&8421290099,0,0
18602,OFFICE197&&9014100000,0,0
18603,OFFICE185&&8443321020,0,2
18604,OFFICE167&&6203423107,0,0
18605,OFFICE59&&7013280000,0,0
18606,OFFICE23&&9105290000,0,0
18607,OFFICE96&&3917229000,0,2
18608,OFFICE84&&3920910000,0,0
18609,OFFICE96&&4821900000,0,0
18610,OFFICE88&&7010904100,0,2
18611,OFFICE40&&8528590000,0,0
18612,OFFICE41&&6809190000,0,0
18613,OFFICE16&&5512991000,0,2
18614,OFFICE87&&8419200000,0,2
18615,OFFICE40&&8414300000,0,0
18616,OFFICE60&&8716400000,0,2
18617,OFFICE23&&3808990000,0,2
18618,OFFICE24&&2915310000,0,2
18619,OFFICE59&&9018310000,0,0
18620,OFFICE59&&3307410000,0,2
18621,OFFICE59&&9603210000,0,0
18622,OFFICE52&&8415900099,0,0
18623,OFFICE40&&2905170000,0,0
18624,OFFICE51&&2508100000,0,0
18625,OFFICE88&&8480490000,0,0
18626,OFFICE59&&3305900000,0,0
18627,OFFICE88&&402292900,0,0
18628,OFFICE18&&8511300000,0,0
18629,OFFICE296&&1302197003,0,0
18630,OFFICE187&&1516209801,0,0
18631,OFFICE204&&9031903000,0,0
18632,OFFICE204&&8462109000,0,0
18633,OFFICE162&&9615900090,0,0
18634,OFFICE185&&3215900099,0,0
18635,OFFICE233&&3926909239,0,2
18636,OFFICE196&&2934309000,0,2
18637,OFFICE289&&8539311009,0,0
18638,OFFICE174&&8607199000,0,0
18639,OFFICE299&&7907000099,0,2
18640,OFFICE296&&3816000000,0,0
18641,OFFICE100&&2710192518,0,0
18642,OFFICE299&&8431498000,0,0
18643,OFFICE298&&8202998002,0,0
18644,OFFICE168&&5911909020,0,0
18645,OFFICE100&&8431430000,0,0
18646,OFFICE100&&7615108006,0,0
18647,OFFICE186&&8443999040,0,0
18648,OFFICE237&&8504909100,0,2
18649,OFFICE237&&8511300009,0,0
18650,OFFICE204&&8708991000,0,0
18651,OFFICE187&&8481109990,0,0
18652,OFFICE136&&6406909099,0,0
18653,OFFICE246&&8422909000,0,0
18654,OFFICE178&&4821909000,0,0
18655,OFFICE296&&3824909699,0,0
18656,OFFICE296&&9506999001,0,2
18657,OFFICE220&&3921904100,0,2
18658,OFFICE105&&5607491190,0,2
18659,OFFICE186&&9107000009,0,0
18660,OFFICE180&&4821109000,0,2
18661,OFFICE132&&7419999099,0,0
18662,OFFICE204&&7214993910,0,0
18663,OFFICE299&&8511100000,0,0
18664,OFFICE162&&5516110000,0,2
18665,OFFICE296&&5407420000,0,0
18666,OFFICE222&&3809920000,0,0
18667,OFFICE168&&8512200099,0,0
18668,OFFICE92&&5407200029,0,0
18669,OFFICE52&&3904300000,0,2
18670,OFFICE24&&3922100000,0,0
18671,OFFICE24&&8481800000,0,2
18672,OFFICE59&&8207130000,0,0
18673,OFFICE45&&7209900000,0,2
18674,OFFICE66&&9405400000,0,0
18675,OFFICE92&&7304190000,0,0
18676,OFFICE87&&8525800000,0,0
18677,OFFICE24&&7325999000,0,0
18678,OFFICE76&&8477300000,0,0
18679,OFFICE52&&8478900000,0,2
18680,OFFICE88&&8205510000,0,0
18681,OFFICE35&&3815900000,0,0
18682,OFFICE59&&8421190000,0,0
18683,OFFICE59&&8538100000,0,0
18684,OFFICE35&&8212200000,0,0
18685,OFFICE92&&501000000,0,0
18686,OFFICE51&&1006301031,0,0
18687,OFFICE41&&8517120000,0,0
18688,OFFICE51&&5603940000,0,2
18689,OFFICE96&&2710193900,0,0
18690,OFFICE18&&8703332100,0,2
18691,OFFICE60&&2905450000,0,0
18692,OFFICE40&&7216210000,0,0
18693,OFFICE35&&8417100000,0,0
18694,OFFICE84&&2909430000,0,0
18695,OFFICE45&&8418100011,0,0
18696,OFFICE40&&8413912000,0,0
18697,OFFICE23&&6506100000,0,2
18698,OFFICE52&&8703232926,0,0
18699,OFFICE76&&8543700000,0,2
18700,OFFICE23&&3506910000,0,0
18701,OFFICE51&&9026900000,0,2
18702,OFFICE297&&705290000,0,2
18703,OFFICE220&&6204623909,0,2
18704,OFFICE246&&302899001,0,0
18705,OFFICE174&&3926909720,0,0
18706,OFFICE100&&5911400000,0,0
18707,OFFICE140&&6104440009,0,0
18708,OFFICE186&&2501005191,0,0
18709,OFFICE113&&2914130000,0,0
18710,OFFICE109&&2915704000,0,0
18711,OFFICE204&&4011201010,0,0
18712,OFFICE101&&6404199009,0,2
18713,OFFICE113&&8539299291,0,0
18714,OFFICE197&&8708709991,0,2
18715,OFFICE214&&9607190000,0,0
18716,OFFICE168&&8484900010,0,0
18717,OFFICE168&&7309009090,0,0
18718,OFFICE185&&8207209000,0,0
18719,OFFICE123&&6406909099,0,0
18720,OFFICE168&&1005900000,0,0
18721,OFFICE180&&3302109000,0,0
18722,OFFICE105&&3402130009,0,0
18723,OFFICE141&&6109902006,0,2
18724,OFFICE100&&8536700090,0,0
18725,OFFICE167&&9503007009,0,2
18726,OFFICE187&&5607491190,0,0
18727,OFFICE140&&2710124591,0,0
18728,OFFICE109&&8536908591,0,0
18729,OFFICE41&&8430390000,0,0
18730,OFFICE34&&8703331226,0,0
18731,OFFICE40&&2707300000,0,2
18732,OFFICE60&&2810000000,0,0
18733,OFFICE23&&2520200000,0,2
18734,OFFICE76&&8207130000,0,0
18735,OFFICE45&&2929900000,0,0
18736,OFFICE88&&2818200000,0,0
18737,OFFICE40&&3304200000,0,0
18738,OFFICE40&&3214900000,0,2
18739,OFFICE23&&6211390000,0,0
18740,OFFICE52&&8703321922,0,0
18741,OFFICE59&&8203200000,0,2
18742,OFFICE87&&8433200000,0,2
18743,OFFICE84&&3401119000,0,0
18744,OFFICE34&&3214101000,0,0
18745,OFFICE24&&8703222100,0,0
18746,OFFICE84&&402211000,0,0
18747,OFFICE51&&4009110000,0,0
18748,OFFICE59&&7219140000,0,2
18749,OFFICE41&&4418400000,0,2
18750,OFFICE51&&2513200000,0,0
18751,OFFICE87&&3506910000,0,0
18752,OFFICE45&&2520200000,0,0
18753,OFFICE40&&6802910000,0,2
18754,OFFICE76&&6117800000,0,0
18755,OFFICE16&&8419200000,0,0
18756,OFFICE51&&3403190000,0,0
18757,OFFICE18&&5410000000,0,2
18758,OFFICE180&&3923299080,0,0
18759,OFFICE127&&7404009109,0,0
18760,OFFICE197&&5508101001,0,0
18761,OFFICE185&&8471708000,0,0
18762,OFFICE204&&3919108000,0,0
18763,OFFICE204&&8708999300,0,0
18764,OFFICE220&&4810921090,0,0
18765,OFFICE204&&5608193000,0,0
18766,OFFICE237&&2710199990,0,0
18767,OFFICE197&&4421909799,0,0
18768,OFFICE287&&8708409900,0,0
18769,OFFICE185&&7409110010,0,0
18770,OFFICE140&&8516900090,0,0
18771,OFFICE100&&6404199009,0,2
18772,OFFICE101&&210209000,0,0
18773,OFFICE299&&7606129200,0,2
18774,OFFICE204&&7320202099,0,0
18775,OFFICE127&&3909509090,0,0
18776,OFFICE162&&8541290000,0,0
18777,OFFICE185&&8443999010,0,0
18778,OFFICE196&&8412801000,0,0
18779,OFFICE122&&3004900019,0,0
18780,OFFICE111&&8518210090,0,0
18781,OFFICE186&&3919101900,0,0
18782,OFFICE204&&8483508002,0,0
18783,OFFICE141&&8432900099,0,0
18784,OFFICE122&&5901900002,0,0
18785,OFFICE233&&3909501090,0,2
18786,OFFICE220&&6206300001,0,0
18787,OFFICE186&&8704219150,0,0
18788,OFFICE59&&7009920000,0,0
18789,OFFICE76&&8413912000,0,2
18790,OFFICE51&&3926200000,1,2
18791,OFFICE94&&3925900000,0,0
18792,OFFICE76&&6802210000,0,0
18793,OFFICE66&&6301200000,0,0
18794,OFFICE84&&5506200000,0,0
18795,OFFICE40&&8702901293,0,2
18796,OFFICE24&&2210000000,0,0
18797,OFFICE60&&7005290000,0,0
18798,OFFICE51&&1904100000,0,0
18799,OFFICE76&&8422400000,0,0
18800,OFFICE92&&8716399000,0,2
18801,OFFICE35&&8459290000,0,2
18802,OFFICE40&&2915210000,0,2
18803,OFFICE24&&1701110000,0,2
18804,OFFICE59&&4101500000,0,0
18805,OFFICE45&&2915900000,0,2
18806,OFFICE16&&6203420000,0,2
18807,OFFICE96&&2621900000,0,0
18808,OFFICE92&&8544200000,0,2
18809,OFFICE92&&8516100000,0,2
18810,OFFICE45&&8515290000,0,0
18811,OFFICE51&&4813100000,0,0
18812,OFFICE40&&6404110013,0,0
18813,OFFICE87&&305590059,0,0
18814,OFFICE233&&8421310000,0,0
18815,OFFICE187&&8432900091,0,0
18816,OFFICE168&&8421910000,0,0
18817,OFFICE132&&1108120009,0,0
18818,OFFICE186&&6107210001,0,0
18819,OFFICE299&&8544700000,0,0
18820,OFFICE134&&4007000000,0,0
18821,OFFICE299&&5603141000,0,0
18822,OFFICE185&&9014100000,0,0
18823,OFFICE204&&1801000010,0,0
18824,OFFICE252&&8207199009,0,0
18825,OFFICE222&&5806200000,0,0
18826,OFFICE113&&4911990099,0,2
18827,OFFICE162&&7013990098,0,2
18828,OFFICE168&&7117900009,0,0
18829,OFFICE296&&8413308091,0,0
18830,OFFICE109&&6204430009,0,0
18831,OFFICE162&&4016100000,0,0
18832,OFFICE186&&4015900000,0,2
18833,OFFICE109&&8311900001,0,0
18834,OFFICE296&&7318165090,0,0
18835,OFFICE122&&8708309909,0,0
18836,OFFICE204&&8526920009,0,0
18837,OFFICE127&&6306190019,0,0
18838,OFFICE132&&7307910000,0,2
18839,OFFICE100&&8481401000,0,0
18840,OFFICE187&&3004200010,0,0
18841,OFFICE100&&8714109009,0,0
18842,OFFICE132&&8523494500,0,0
18843,OFFICE111&&8511100000,0,0
18844,OFFICE101&&9405409530,0,0
18845,OFFICE168&&7609000000,0,0
18846,OFFICE187&&7010904101,0,0
18847,OFFICE134&&8207309000,0,0
18848,OFFICE237&&4814200000,0,0
18849,OFFICE100&&9606290009,0,0
18850,OFFICE187&&8421910000,0,0
18851,OFFICE24&&8542330000,0,0
18852,OFFICE16&&8703222900,0,0
18853,OFFICE96&&8703241134,0,2
18854,OFFICE76&&7314390000,0,0
18855,OFFICE59&&2102300000,0,0
18856,OFFICE24&&3302100000,0,2
18857,OFFICE24&&4115100000,0,0
18858,OFFICE87&&6307200000,0,2
18859,OFFICE96&&4202120012,0,0
18860,OFFICE16&&5402330000,0,0
18861,OFFICE45&&3003900000,0,0
18862,OFFICE88&&8707901311,0,0
18863,OFFICE59&&1107200000,0,2
18864,OFFICE59&&8712000010,0,0
18865,OFFICE59&&2710990000,0,2
18866,OFFICE51&&2941900000,0,0
18867,OFFICE23&&8417800000,0,2
18868,OFFICE92&&402101000,0,2
18869,OFFICE40&&8716809000,0,0
18870,OFFICE23&&2103200000,0,0
18871,OFFICE18&&501000000,0,0
18872,OFFICE52&&2835250000,0,0
18873,OFFICE92&&2836200000,0,0
18874,OFFICE66&&8413700000,0,0
18875,OFFICE76&&2508100000,1,2
18876,OFFICE84&&8711201000,0,0
18877,OFFICE88&&7607110000,0,0
18878,OFFICE51&&9504200000,0,0
18879,OFFICE51&&6001220000,0,0
18880,OFFICE59&&4000000000,0,2
18881,OFFICE45&&3810000000,0,0
18882,OFFICE40&&6809110000,0,0
18883,OFFICE34&&6500000000,0,2
18884,OFFICE296&&6310100010,0,2
18885,OFFICE187&&8421990010,0,0
18886,OFFICE287&&8703229050,0,0
18887,OFFICE134&&8701100000,0,0
18888,OFFICE296&&8473299000,0,0
18889,OFFICE113&&7303001000,0,0
18890,OFFICE180&&9032102000,0,0
18891,OFFICE141&&2517101002,0,2
18892,OFFICE299&&8703239091,0,0
18893,OFFICE141&&9027109000,0,0
18894,OFFICE298&&8442502091,0,0
18895,OFFICE289&&3402901001,0,2
18896,OFFICE127&&6003400000,0,0
18897,OFFICE168&&4114200001,0,2
18898,OFFICE122&&6109100001,0,0
18899,OFFICE168&&8413703000,0,0
18900,OFFICE243&&5806200000,0,2
18901,OFFICE204&&8541210000,0,0
18902,OFFICE214&&5804299000,0,0
18903,OFFICE141&&3303009092,0,0
18904,OFFICE298&&9401908090,0,0
18905,OFFICE105&&8716398090,0,0
18906,OFFICE296&&1207409000,0,2
18907,OFFICE214&&6403993100,0,2
18908,OFFICE134&&8473302009,0,0
18909,OFFICE223&&6211433108,0,2
18910,OFFICE204&&7217109010,0,2
18911,OFFICE197&&4005910000,0,0
18912,OFFICE141&&7322190001,0,0
18913,OFFICE127&&8544300010,0,2
18914,OFFICE214&&2918160000,0,0
18915,OFFICE134&&4016995209,0,0
18916,OFFICE187&&8704219969,0,0
18917,OFFICE214&&8536699010,0,0
18918,OFFICE168&&7318151090,0,0
18919,OFFICE214&&9209997001,0,0
18920,OFFICE23&&7306501000,0,2
18921,OFFICE24&&4009420000,0,2
18922,OFFICE35&&1701110000,0,2
18923,OFFICE92&&8471600069,0,0
18924,OFFICE60&&7005210000,0,0
18925,OFFICE60&&2403100000,0,0
18926,OFFICE41&&4202210023,0,0
18927,OFFICE60&&7314310000,0,0
18928,OFFICE51&&8414510000,0,0
18929,OFFICE24&&5603930000,0,2
18930,OFFICE59&&4819200000,0,0
18931,OFFICE40&&3917211000,0,0
18932,OFFICE34&&7309009000,0,0
18933,OFFICE16&&603900000,0,2
18934,OFFICE16&&8301400000,0,2
18935,OFFICE78&&2207209000,0,2
18936,OFFICE41&&8703232124,0,0
18937,OFFICE59&&8418690000,0,0
18938,OFFICE40&&5904900000,0,0
18939,OFFICE92&&5910000000,0,0
18940,OFFICE51&&1901900092,0,2
18941,OFFICE60&&8418100011,0,2
18942,OFFICE87&&8301600000,0,0
18943,OFFICE81&&808100000,0,0
18944,OFFICE51&&9402900000,0,0
18945,OFFICE24&&2835260000,0,2
18946,OFFICE34&&4818400049,0,0
18947,OFFICE92&&7117190000,0,0
18948,OFFICE87&&7321121000,0,0
18949,OFFICE109&&4823904090,0,0
18950,OFFICE140&&8409990009,0,0
18951,OFFICE126&&4107991090,0,2
18952,OFFICE117&&8708942001,0,2
18953,OFFICE296&&7005100509,0,0
18954,OFFICE109&&8409990002,0,0
18955,OFFICE162&&6804225090,0,2
18956,OFFICE117&&8413400000,0,2
18957,OFFICE187&&7318290009,0,0
18958,OFFICE299&&8451900005,0,0
18959,OFFICE204&&1103111090,0,0
18960,OFFICE204&&4202990010,0,0
18961,OFFICE252&&3911100000,0,0
18962,OFFICE187&&8703229030,0,0
18963,OFFICE132&&8483402900,0,0
18964,OFFICE220&&3920208009,0,0
18965,OFFICE122&&6217900009,0,0
18966,OFFICE197&&9405919010,0,0
18967,OFFICE211&&8512909002,0,0
18968,OFFICE237&&5808900098,0,0
18969,OFFICE187&&6104620003,0,0
18970,OFFICE237&&3907100000,0,0
18971,OFFICE168&&8506509000,0,0
18972,OFFICE237&&5806321029,0,0
