,OFFICE&&ORIGIN.CODE,OFFICE&&ORIGIN.CODE_illicit_Qsum,OFFICE&&ORIGIN.CODE_illicit_Qrate
4151,OFFICE243&&CNTRY615,0,3
4152,OFFICE117&&CNTRY747,0,0
4153,OFFICE122&&CNTRY284,0,0
4154,OFFICE24&&CNTRY351,0,3
4155,OFFICE24&&CNTRY448,0,3
4156,OFFICE23&&CNTRY527,0,0
4157,OFFICE34&&CNTRY385,0,3
4158,OFFICE196&&CNTRY252,0,0
4159,OFFICE127&&CNTRY625,0,3
4160,OFFICE141&&CNTRY438,0,3
4161,OFFICE287&&CNTRY627,0,0
4162,OFFICE279&&CNTRY995,0,3
4163,OFFICE210&&CNTRY209,0,0
4164,OFFICE299&&CNTRY917,0,3
4165,OFFICE126&&CNTRY674,0,3
4166,OFFICE214&&CNTRY153,0,3
4167,OFFICE136&&CNTRY252,0,3
4168,OFFICE132&&CNTRY917,0,0
4169,OFFICE123&&CNTRY438,0,3
4170,OFFICE289&&CNTRY445,0,0
4171,OFFICE246&&CNTRY976,0,3
4172,OFFICE87&&CNTRY351,0,3
4173,OFFICE84&&CNTRY188,0,3
4174,OFFICE140&&CNTRY644,0,3
4175,OFFICE279&&CNTRY316,0,3
4176,OFFICE178&&CNTRY555,0,3
4177,OFFICE211&&CNTRY759,0,3
4178,OFFICE134&&CNTRY558,0,0
4179,OFFICE132&&CNTRY321,0,3
4180,OFFICE122&&CNTRY819,0,0
4181,OFFICE174&&CNTRY317,0,3
4182,OFFICE127&&CNTRY234,0,3
4183,OFFICE222&&CNTRY915,0,3
4184,OFFICE111&&CNTRY317,0,3
4185,OFFICE23&&CNTRY528,0,3
4186,OFFICE87&&CNTRY830,0,3
4187,OFFICE40&&CNTRY171,0,3
4188,OFFICE96&&CNTRY874,0,3
4189,OFFICE18&&CNTRY745,0,0
4190,OFFICE18&&CNTRY263,0,3
4191,OFFICE24&&CNTRY659,0,3
4192,OFFICE24&&CNTRY385,0,3
4193,OFFICE52&&CNTRY264,0,0
4194,OFFICE178&&CNTRY843,0,3
4195,OFFICE299&&CNTRY615,0,3
4196,OFFICE180&&CNTRY995,0,3
4197,OFFICE132&&CNTRY429,0,0
4198,OFFICE287&&CNTRY252,0,0
4199,OFFICE101&&CNTRY994,0,0
4200,OFFICE105&&CNTRY846,0,0
4201,OFFICE174&&CNTRY837,0,0
4202,OFFICE288&&CNTRY748,0,0
4203,OFFICE214&&CNTRY716,0,3
4204,OFFICE185&&CNTRY980,0,0
4205,OFFICE296&&CNTRY748,0,3
4206,OFFICE223&&CNTRY654,0,3
4207,OFFICE187&&CNTRY558,0,3
4208,OFFICE87&&CNTRY415,0,3
4209,OFFICE88&&CNTRY939,0,3
4210,OFFICE167&&CNTRY393,0,3
4211,OFFICE186&&CNTRY263,0,3
4212,OFFICE287&&CNTRY409,0,0
4213,OFFICE117&&CNTRY576,0,3
4214,OFFICE117&&CNTRY764,0,3
4215,OFFICE94&&CNTRY764,0,3
4216,OFFICE94&&CNTRY917,0,3
4217,OFFICE96&&CNTRY168,0,3
4218,OFFICE81&&CNTRY919,0,3
4219,OFFICE23&&CNTRY150,0,3
4220,OFFICE81&&CNTRY915,0,3
4221,OFFICE96&&CNTRY321,0,3
4222,OFFICE41&&CNTRY984,0,3
4223,OFFICE252&&CNTRY819,0,0
4224,OFFICE223&&CNTRY264,0,3
4225,OFFICE141&&CNTRY819,0,3
4226,OFFICE187&&CNTRY209,0,3
4227,OFFICE187&&CNTRY837,0,3
4228,OFFICE296&&CNTRY166,0,0
4229,OFFICE299&&CNTRY795,0,3
4230,OFFICE100&&CNTRY322,0,3
4231,OFFICE204&&CNTRY166,0,3
4232,OFFICE24&&CNTRY184,0,3
4233,OFFICE40&&CNTRY891,0,3
4234,OFFICE94&&CNTRY959,0,3
4235,OFFICE92&&CNTRY975,0,3
4236,OFFICE279&&CNTRY759,0,0
4237,OFFICE222&&CNTRY756,0,0
4238,OFFICE252&&CNTRY859,0,3
4239,OFFICE140&&CNTRY153,0,0
4240,OFFICE214&&CNTRY562,0,0
4241,OFFICE168&&CNTRY980,0,3
4242,OFFICE287&&CNTRY874,0,3
4243,OFFICE196&&CNTRY323,0,0
4244,OFFICE237&&CNTRY709,0,3
4245,OFFICE24&&CNTRY323,0,0
4246,OFFICE96&&CNTRY709,0,0
4247,OFFICE18&&CNTRY171,0,3
4248,OFFICE88&&CNTRY554,0,0
4249,OFFICE84&&CNTRY527,0,3
4250,OFFICE23&&CNTRY919,0,3
4251,OFFICE66&&CNTRY234,0,0
4252,OFFICE96&&CNTRY748,0,3
4253,OFFICE84&&CNTRY962,0,3
4254,OFFICE35&&CNTRY351,0,3
4255,OFFICE51&&CNTRY278,0,3
4256,OFFICE34&&CNTRY554,0,3
4257,OFFICE136&&CNTRY618,0,3
4258,OFFICE243&&CNTRY759,0,3
4259,OFFICE197&&CNTRY236,0,3
4260,OFFICE210&&CNTRY689,0,0
4261,OFFICE134&&CNTRY364,0,3
4262,OFFICE122&&CNTRY881,0,3
4263,OFFICE233&&CNTRY709,0,0
4264,OFFICE52&&CNTRY184,0,3
4265,OFFICE24&&CNTRY745,0,0
4266,OFFICE45&&CNTRY317,0,3
4267,OFFICE94&&CNTRY328,0,3
4268,OFFICE84&&CNTRY819,0,3
4269,OFFICE122&&CNTRY920,0,3
4270,OFFICE234&&CNTRY674,0,3
4271,OFFICE196&&CNTRY236,0,0
4272,OFFICE279&&CNTRY215,0,0
4273,OFFICE141&&CNTRY874,0,3
4274,OFFICE204&&CNTRY716,0,3
4275,OFFICE168&&CNTRY554,0,0
4276,OFFICE186&&CNTRY884,0,3
4277,OFFICE299&&CNTRY644,0,3
4278,OFFICE279&&CNTRY713,0,0
4279,OFFICE180&&CNTRY975,0,0
4280,OFFICE186&&CNTRY138,0,3
4281,OFFICE292&&CNTRY863,0,3
4282,OFFICE109&&CNTRY389,0,3
4283,OFFICE35&&CNTRY930,0,3
4284,OFFICE41&&CNTRY656,0,3
4285,OFFICE34&&CNTRY351,0,0
4286,OFFICE88&&CNTRY150,0,3
4287,OFFICE84&&CNTRY153,0,3
4288,OFFICE105&&CNTRY139,0,0
4289,OFFICE298&&CNTRY351,0,3
4290,OFFICE178&&CNTRY618,0,0
4291,OFFICE162&&CNTRY429,0,3
4292,OFFICE197&&CNTRY562,0,0
4293,OFFICE109&&CNTRY138,0,3
4294,OFFICE287&&CNTRY415,0,3
4295,OFFICE41&&CNTRY364,0,3
4296,OFFICE289&&CNTRY764,0,3
4297,OFFICE196&&CNTRY795,0,3
4298,OFFICE122&&CNTRY153,0,0
4299,OFFICE134&&CNTRY317,0,0
4300,OFFICE185&&CNTRY653,0,3
4301,OFFICE298&&CNTRY819,0,3
4302,OFFICE141&&CNTRY236,0,3
4303,OFFICE100&&CNTRY390,0,3
4304,OFFICE210&&CNTRY364,0,3
4305,OFFICE174&&CNTRY323,0,3
4306,OFFICE92&&CNTRY133,0,3
4307,OFFICE81&&CNTRY748,0,0
4308,OFFICE24&&CNTRY984,0,3
4309,OFFICE180&&CNTRY264,0,3
4310,OFFICE211&&CNTRY485,0,3
4311,OFFICE246&&CNTRY920,0,0
4312,OFFICE210&&CNTRY393,0,0
4313,OFFICE109&&CNTRY770,0,3
4314,OFFICE223&&CNTRY920,0,3
4315,OFFICE127&&CNTRY558,0,3
4316,OFFICE18&&CNTRY825,0,3
4317,OFFICE41&&CNTRY558,0,0
4318,OFFICE94&&CNTRY321,0,0
4319,OFFICE66&&CNTRY252,0,0
4320,OFFICE136&&CNTRY764,0,3
4321,OFFICE222&&CNTRY980,0,3
4322,OFFICE101&&CNTRY759,0,3
4323,OFFICE234&&CNTRY216,0,0
4324,OFFICE237&&CNTRY962,0,0
4325,OFFICE152&&CNTRY689,0,3
4326,OFFICE84&&CNTRY994,0,3
4327,OFFICE81&&CNTRY349,0,3
4328,OFFICE41&&CNTRY644,0,3
4329,OFFICE41&&CNTRY653,0,3
4330,OFFICE66&&CNTRY379,0,3
4331,OFFICE109&&CNTRY379,0,0
4332,OFFICE252&&CNTRY125,0,3
4333,OFFICE113&&CNTRY555,0,3
4334,OFFICE178&&CNTRY166,0,3
4335,OFFICE109&&CNTRY480,0,0
4336,OFFICE223&&CNTRY709,0,3
4337,OFFICE185&&CNTRY252,0,3
4338,OFFICE186&&CNTRY959,0,3
4339,OFFICE113&&CNTRY756,0,0
4340,OFFICE187&&CNTRY184,0,3
4341,OFFICE167&&CNTRY554,0,3
4342,OFFICE45&&CNTRY770,0,0
4343,OFFICE51&&CNTRY398,0,3
4344,OFFICE84&&CNTRY171,0,0
4345,OFFICE41&&CNTRY378,0,3
4346,OFFICE96&&CNTRY558,0,3
4347,OFFICE234&&CNTRY415,0,3
4348,OFFICE162&&CNTRY171,0,0
4349,OFFICE185&&CNTRY884,0,3
4350,OFFICE246&&CNTRY335,0,3
4351,OFFICE186&&CNTRY393,0,3
4352,OFFICE223&&CNTRY689,0,3
4353,OFFICE167&&CNTRY859,0,0
4354,OFFICE288&&CNTRY917,0,3
4355,OFFICE233&&CNTRY415,0,0
4356,OFFICE134&&CNTRY674,0,3
4357,OFFICE123&&CNTRY837,0,0
4358,OFFICE196&&CNTRY627,0,3
4359,OFFICE45&&CNTRY385,0,3
4360,OFFICE45&&CNTRY252,0,3
4361,OFFICE35&&CNTRY830,0,0
4362,OFFICE84&&CNTRY317,0,3
4363,OFFICE117&&CNTRY625,0,0
4364,OFFICE123&&CNTRY277,0,0
4365,OFFICE186&&CNTRY917,0,0
4366,OFFICE211&&CNTRY654,0,3
4367,OFFICE111&&CNTRY321,0,0
4368,OFFICE113&&CNTRY785,0,3
4369,OFFICE237&&CNTRY252,0,0
4370,OFFICE292&&CNTRY625,0,3
4371,OFFICE223&&CNTRY915,0,3
4372,OFFICE243&&CNTRY140,0,0
4373,OFFICE113&&CNTRY276,0,0
4374,OFFICE88&&CNTRY891,0,3
4375,OFFICE18&&CNTRY323,0,0
4376,OFFICE87&&CNTRY436,0,0
4377,OFFICE16&&CNTRY765,0,3
4378,OFFICE279&&CNTRY252,0,0
4379,OFFICE122&&CNTRY364,0,3
4380,OFFICE178&&CNTRY454,0,0
4381,OFFICE299&&CNTRY959,0,3
4382,OFFICE287&&CNTRY123,0,3
4383,OFFICE210&&CNTRY389,0,3
4384,OFFICE292&&CNTRY975,0,3
4385,OFFICE237&&CNTRY409,0,3
4386,OFFICE141&&CNTRY252,0,0
4387,OFFICE105&&CNTRY558,0,3
4388,OFFICE287&&CNTRY866,0,0
4389,OFFICE78&&CNTRY378,0,3
4390,OFFICE94&&CNTRY473,0,0
4391,OFFICE18&&CNTRY216,0,3
4392,OFFICE132&&CNTRY709,0,3
4393,OFFICE167&&CNTRY140,0,3
4394,OFFICE162&&CNTRY716,0,0
4395,OFFICE214&&CNTRY764,0,3
4396,OFFICE222&&CNTRY764,0,3
4397,OFFICE252&&CNTRY113,0,3
4398,OFFICE178&&CNTRY125,0,3
4399,OFFICE292&&CNTRY379,0,0
4400,OFFICE297&&CNTRY625,0,0
4401,OFFICE24&&CNTRY188,0,3
4402,OFFICE45&&CNTRY546,0,3
4403,OFFICE92&&CNTRY785,0,0
4404,OFFICE45&&CNTRY819,0,3
4405,OFFICE88&&CNTRY863,0,3
4406,OFFICE87&&CNTRY975,0,3
4407,OFFICE45&&CNTRY215,0,3
4408,OFFICE23&&CNTRY334,0,3
4409,OFFICE88&&CNTRY398,0,3
4410,OFFICE23&&CNTRY216,1,3
4411,OFFICE220&&CNTRY819,0,0
4412,OFFICE101&&CNTRY748,0,0
4413,OFFICE196&&CNTRY656,0,3
4414,OFFICE233&&CNTRY825,0,0
4415,OFFICE101&&CNTRY687,0,0
4416,OFFICE298&&CNTRY113,0,3
4417,OFFICE101&&CNTRY980,0,3
4418,OFFICE246&&CNTRY322,0,0
4419,OFFICE152&&CNTRY317,0,3
4420,OFFICE45&&CNTRY919,0,3
4421,OFFICE24&&CNTRY962,0,3
4422,OFFICE126&&CNTRY555,0,3
4423,OFFICE197&&CNTRY748,0,3
4424,OFFICE141&&CNTRY627,0,3
4425,OFFICE222&&CNTRY747,0,0
4426,OFFICE292&&CNTRY959,0,3
4427,OFFICE210&&CNTRY252,0,3
4428,OFFICE141&&CNTRY335,0,3
4429,OFFICE34&&CNTRY138,0,0
4430,OFFICE66&&CNTRY819,0,0
4431,OFFICE96&&CNTRY555,0,3
4432,OFFICE152&&CNTRY415,0,0
4433,OFFICE237&&CNTRY980,0,3
4434,OFFICE168&&CNTRY819,0,3
4435,OFFICE243&&CNTRY113,0,3
4436,OFFICE243&&CNTRY765,0,3
4437,OFFICE140&&CNTRY252,0,3
4438,OFFICE187&&CNTRY843,0,0
4439,OFFICE196&&CNTRY756,0,0
4440,OFFICE122&&CNTRY627,0,3
4441,OFFICE252&&CNTRY863,0,3
4442,OFFICE122&&CNTRY962,0,3
4443,OFFICE52&&CNTRY389,0,3
4444,OFFICE66&&CNTRY171,0,3
4445,OFFICE59&&CNTRY622,0,3
4446,OFFICE18&&CNTRY653,0,3
4447,OFFICE111&&CNTRY234,0,0
4448,OFFICE117&&CNTRY756,0,0
4449,OFFICE126&&CNTRY528,0,0
4450,OFFICE297&&CNTRY393,0,3
4451,OFFICE299&&CNTRY562,0,3
4452,OFFICE243&&CNTRY701,0,3
4453,OFFICE214&&CNTRY830,0,0
4454,OFFICE132&&CNTRY113,0,3
4455,OFFICE223&&CNTRY284,0,0
4456,OFFICE210&&CNTRY716,0,3
4457,OFFICE296&&CNTRY576,0,0
4458,OFFICE127&&CNTRY747,0,0
4459,OFFICE45&&CNTRY133,0,0
4460,OFFICE60&&CNTRY343,0,3
4461,OFFICE84&&CNTRY349,0,3
4462,OFFICE41&&CNTRY328,0,0
4463,OFFICE140&&CNTRY976,0,0
4464,OFFICE297&&CNTRY445,0,3
4465,OFFICE196&&CNTRY139,0,0
4466,OFFICE197&&CNTRY379,0,3
4467,OFFICE117&&CNTRY866,0,3
4468,OFFICE197&&CNTRY701,0,0
4469,OFFICE288&&CNTRY454,0,0
4470,OFFICE78&&CNTRY322,0,0
4471,OFFICE88&&CNTRY184,0,3
4472,OFFICE94&&CNTRY133,0,3
4473,OFFICE35&&CNTRY491,0,3
4474,OFFICE24&&CNTRY975,0,3
4475,OFFICE298&&CNTRY558,0,0
4476,OFFICE122&&CNTRY445,0,3
4477,OFFICE180&&CNTRY335,0,0
4478,OFFICE186&&CNTRY252,0,3
4479,OFFICE298&&CNTRY364,0,3
4480,OFFICE185&&CNTRY284,0,3
4481,OFFICE140&&CNTRY555,0,3
4482,OFFICE78&&CNTRY576,0,3
4483,OFFICE16&&CNTRY656,0,3
4484,OFFICE81&&CNTRY278,0,3
4485,OFFICE84&&CNTRY866,0,3
4486,OFFICE94&&CNTRY407,0,3
4487,OFFICE60&&CNTRY153,0,3
4488,OFFICE16&&CNTRY379,0,0
4489,OFFICE134&&CNTRY837,0,3
4490,OFFICE222&&CNTRY216,0,3
4491,OFFICE223&&CNTRY555,0,3
4492,OFFICE288&&CNTRY277,0,3
4493,OFFICE162&&CNTRY654,0,3
4494,OFFICE122&&CNTRY263,0,0
4495,OFFICE132&&CNTRY171,0,0
4496,OFFICE84&&CNTRY771,0,0
4497,OFFICE18&&CNTRY576,0,3
4498,OFFICE66&&CNTRY311,0,3
4499,OFFICE96&&CNTRY756,0,3
4500,OFFICE78&&CNTRY311,0,3
4501,OFFICE94&&CNTRY264,0,3
4502,OFFICE88&&CNTRY429,0,3
4503,OFFICE88&&CNTRY917,0,3
4504,OFFICE279&&CNTRY576,0,0
4505,OFFICE122&&CNTRY674,0,3
4506,OFFICE234&&CNTRY277,0,0
4507,OFFICE178&&CNTRY770,0,0
4508,OFFICE174&&CNTRY709,0,0
4509,OFFICE100&&CNTRY975,0,0
4510,OFFICE233&&CNTRY652,0,3
4511,OFFICE88&&CNTRY994,0,3
4512,OFFICE66&&CNTRY323,0,3
4513,OFFICE52&&CNTRY429,0,3
4514,OFFICE81&&CNTRY976,0,0
4515,OFFICE289&&CNTRY429,0,0
4516,OFFICE279&&CNTRY456,0,3
4517,OFFICE211&&CNTRY166,0,0
4518,OFFICE223&&CNTRY334,0,3
4519,OFFICE220&&CNTRY881,0,3
4520,OFFICE167&&CNTRY236,0,3
4521,OFFICE117&&CNTRY713,0,3
4522,OFFICE111&&CNTRY527,0,0
4523,OFFICE23&&CNTRY866,0,3
4524,OFFICE52&&CNTRY276,0,3
4525,OFFICE87&&CNTRY764,0,3
4526,OFFICE289&&CNTRY874,0,3
4527,OFFICE237&&CNTRY770,0,0
4528,OFFICE180&&CNTRY959,0,3
4529,OFFICE126&&CNTRY819,0,0
4530,OFFICE214&&CNTRY429,0,3
4531,OFFICE113&&CNTRY915,0,0
4532,OFFICE134&&CNTRY316,0,3
4533,OFFICE136&&CNTRY409,0,3
4534,OFFICE210&&CNTRY917,0,3
4535,OFFICE162&&CNTRY866,0,0
4536,OFFICE174&&CNTRY881,0,0
4537,OFFICE246&&CNTRY995,0,0
4538,OFFICE78&&CNTRY171,0,0
4539,OFFICE41&&CNTRY171,0,3
4540,OFFICE16&&CNTRY637,0,0
4541,OFFICE78&&CNTRY454,0,3
4542,OFFICE289&&CNTRY322,0,0
4543,OFFICE204&&CNTRY153,0,0
4544,OFFICE234&&CNTRY317,0,0
4545,OFFICE210&&CNTRY846,0,3
4546,OFFICE132&&CNTRY335,0,3
4547,OFFICE111&&CNTRY756,0,3
4548,OFFICE279&&CNTRY123,0,3
4549,OFFICE35&&CNTRY234,0,3
4550,OFFICE78&&CNTRY622,0,3
4551,OFFICE92&&CNTRY995,0,3
4552,OFFICE287&&CNTRY555,0,0
4553,OFFICE126&&CNTRY917,0,3
4554,OFFICE234&&CNTRY554,0,0
4555,OFFICE101&&CNTRY263,0,3
4556,OFFICE204&&CNTRY654,0,0
4557,OFFICE289&&CNTRY627,0,0
4558,OFFICE180&&CNTRY627,0,0
4559,OFFICE204&&CNTRY409,0,3
4560,OFFICE136&&CNTRY962,0,3
4561,OFFICE94&&CNTRY771,0,3
4562,OFFICE35&&CNTRY398,0,3
4563,OFFICE76&&CNTRY385,0,0
4564,OFFICE35&&CNTRY764,0,3
4565,OFFICE81&&CNTRY659,0,3
4566,OFFICE76&&CNTRY415,0,3
4567,OFFICE96&&CNTRY133,0,3
4568,OFFICE185&&CNTRY830,0,3
4569,OFFICE141&&CNTRY558,0,3
4570,OFFICE234&&CNTRY976,0,3
4571,OFFICE196&&CNTRY687,0,0
4572,OFFICE100&&CNTRY429,0,3
4573,OFFICE292&&CNTRY618,0,0
4574,OFFICE210&&CNTRY959,0,0
4575,OFFICE140&&CNTRY680,0,3
4576,OFFICE185&&CNTRY756,0,3
4577,OFFICE174&&CNTRY759,0,3
4578,OFFICE298&&CNTRY843,0,3
4579,OFFICE105&&CNTRY317,0,0
4580,OFFICE41&&CNTRY709,0,3
4581,OFFICE52&&CNTRY959,0,0
4582,OFFICE76&&CNTRY785,0,3
4583,OFFICE52&&CNTRY407,0,3
4584,OFFICE18&&CNTRY765,0,3
4585,OFFICE52&&CNTRY891,0,3
4586,OFFICE109&&CNTRY322,0,0
4587,OFFICE180&&CNTRY962,0,3
4588,OFFICE222&&CNTRY654,0,3
4589,OFFICE174&&CNTRY687,0,3
4590,OFFICE136&&CNTRY216,0,0
4591,OFFICE122&&CNTRY527,0,0
4592,OFFICE197&&CNTRY527,0,3
4593,OFFICE35&&CNTRY448,0,3
4594,OFFICE84&&CNTRY558,0,3
4595,OFFICE24&&CNTRY125,0,3
4596,OFFICE76&&CNTRY659,0,3
4597,OFFICE234&&CNTRY284,0,0
4598,OFFICE233&&CNTRY917,0,3
4599,OFFICE297&&CNTRY709,0,3
4600,OFFICE196&&CNTRY748,0,0
4601,OFFICE234&&CNTRY527,0,0
4602,OFFICE35&&CNTRY891,0,0
4603,OFFICE16&&CNTRY939,0,3
4604,OFFICE34&&CNTRY863,0,3
4605,OFFICE88&&CNTRY555,0,3
4606,OFFICE81&&CNTRY859,0,3
4607,OFFICE113&&CNTRY843,0,0
4608,OFFICE180&&CNTRY138,0,3
4609,OFFICE152&&CNTRY215,0,3
4610,OFFICE210&&CNTRY264,0,0
4611,OFFICE76&&CNTRY436,0,3
4612,OFFICE78&&CNTRY846,0,0
4613,OFFICE92&&CNTRY764,0,0
4614,OFFICE87&&CNTRY984,0,3
4615,OFFICE24&&CNTRY364,0,3
4616,OFFICE34&&CNTRY756,0,3
4617,OFFICE132&&CNTRY863,0,0
4618,OFFICE292&&CNTRY701,0,0
4619,OFFICE122&&CNTRY554,0,3
4620,OFFICE162&&CNTRY236,0,3
4621,OFFICE292&&CNTRY276,0,3
4622,OFFICE178&&CNTRY759,0,3
4623,OFFICE167&&CNTRY920,0,0
4624,OFFICE252&&CNTRY770,0,3
4625,OFFICE186&&CNTRY335,0,3
4626,OFFICE52&&CNTRY138,0,3
4627,OFFICE34&&CNTRY747,0,3
4628,OFFICE111&&CNTRY795,0,0
4629,OFFICE117&&CNTRY819,0,0
4630,OFFICE296&&CNTRY713,0,3
4631,OFFICE152&&CNTRY527,0,0
4632,OFFICE162&&CNTRY527,0,0
4633,OFFICE168&&CNTRY184,0,3
4634,OFFICE180&&CNTRY379,0,3
4635,OFFICE122&&CNTRY264,0,0
4636,OFFICE186&&CNTRY429,0,3
4637,OFFICE81&&CNTRY652,0,0
4638,OFFICE88&&CNTRY284,0,3
4639,OFFICE78&&CNTRY436,0,3
4640,OFFICE186&&CNTRY687,0,3
4641,OFFICE178&&CNTRY390,0,0
4642,OFFICE279&&CNTRY409,0,3
4643,OFFICE101&&CNTRY456,0,0
4644,OFFICE134&&CNTRY644,0,3
4645,OFFICE279&&CNTRY771,0,3
4646,OFFICE113&&CNTRY364,0,3
4647,OFFICE243&&CNTRY528,0,3
4648,OFFICE126&&CNTRY920,0,0
4649,OFFICE211&&CNTRY859,0,3
4650,OFFICE180&&CNTRY236,0,3
4651,OFFICE81&&CNTRY555,0,3
4652,OFFICE66&&CNTRY153,0,3
4653,OFFICE66&&CNTRY659,0,3
4654,OFFICE18&&CNTRY975,0,3
4655,OFFICE16&&CNTRY976,0,3
4656,OFFICE167&&CNTRY379,0,0
4657,OFFICE222&&CNTRY562,0,0
4658,OFFICE186&&CNTRY390,0,3
4659,OFFICE35&&CNTRY334,0,0
4660,OFFICE84&&CNTRY436,0,3
4661,OFFICE45&&CNTRY748,0,0
4662,OFFICE94&&CNTRY830,0,3
4663,OFFICE174&&CNTRY701,0,3
4664,OFFICE126&&CNTRY959,0,3
4665,OFFICE196&&CNTRY555,0,0
4666,OFFICE101&&CNTRY321,0,3
4667,OFFICE287&&CNTRY825,0,0
4668,OFFICE288&&CNTRY335,0,0
4669,OFFICE287&&CNTRY335,0,3
4670,OFFICE105&&CNTRY393,0,0
4671,OFFICE141&&CNTRY709,0,3
4672,OFFICE222&&CNTRY393,0,3
4673,OFFICE279&&CNTRY837,0,0
4674,OFFICE297&&CNTRY284,0,3
4675,OFFICE223&&CNTRY215,0,0
4676,OFFICE211&&CNTRY407,0,0
4677,OFFICE210&&CNTRY171,0,0
4678,OFFICE214&&CNTRY216,0,0
4679,OFFICE211&&CNTRY615,0,3
4680,OFFICE81&&CNTRY637,0,3
4681,OFFICE81&&CNTRY379,0,3
4682,OFFICE180&&CNTRY277,0,0
4683,OFFICE105&&CNTRY277,0,3
4684,OFFICE174&&CNTRY562,0,3
4685,OFFICE296&&CNTRY980,0,3
4686,OFFICE111&&CNTRY215,0,3
4687,OFFICE233&&CNTRY171,0,3
4688,OFFICE105&&CNTRY209,0,0
4689,OFFICE152&&CNTRY445,0,0
4690,OFFICE76&&CNTRY618,0,3
4691,OFFICE94&&CNTRY837,0,3
4692,OFFICE88&&CNTRY709,0,0
4693,OFFICE66&&CNTRY140,0,0
4694,OFFICE45&&CNTRY234,0,0
4695,OFFICE87&&CNTRY389,0,3
4696,OFFICE66&&CNTRY558,0,3
4697,OFFICE243&&CNTRY527,0,0
4698,OFFICE296&&CNTRY379,0,0
4699,OFFICE100&&CNTRY917,0,3
4700,OFFICE287&&CNTRY975,0,0
4701,OFFICE101&&CNTRY615,0,3
4702,OFFICE123&&CNTRY874,0,3
4703,OFFICE287&&CNTRY393,0,3
4704,OFFICE101&&CNTRY962,0,3
4705,OFFICE81&&CNTRY558,0,0
4706,OFFICE34&&CNTRY321,0,3
4707,OFFICE52&&CNTRY480,0,3
4708,OFFICE34&&CNTRY215,0,3
4709,OFFICE136&&CNTRY881,0,0
4710,OFFICE220&&CNTRY485,0,3
4711,OFFICE298&&CNTRY171,0,3
4712,OFFICE220&&CNTRY627,0,3
4713,OFFICE296&&CNTRY139,0,3
4714,OFFICE299&&CNTRY456,0,0
4715,OFFICE243&&CNTRY415,0,3
4716,OFFICE111&&CNTRY701,0,0
4717,OFFICE87&&CNTRY770,0,3
4718,OFFICE237&&CNTRY263,0,3
4719,OFFICE136&&CNTRY915,0,3
4720,OFFICE123&&CNTRY863,0,0
4721,OFFICE204&&CNTRY323,0,3
4722,OFFICE187&&CNTRY716,0,3
4723,OFFICE76&&CNTRY939,0,0
4724,OFFICE122&&CNTRY409,0,0
4725,OFFICE220&&CNTRY216,0,0
4726,OFFICE60&&CNTRY891,0,0
4727,OFFICE178&&CNTRY236,0,0
4728,OFFICE167&&CNTRY485,0,0
4729,OFFICE197&&CNTRY674,0,3
4730,OFFICE127&&CNTRY653,0,3
4731,OFFICE214&&CNTRY980,0,3
4732,OFFICE127&&CNTRY407,0,0
4733,OFFICE111&&CNTRY485,0,3
4734,OFFICE81&&CNTRY962,0,0
4735,OFFICE92&&CNTRY558,0,3
4736,OFFICE34&&CNTRY139,0,0
4737,OFFICE222&&CNTRY765,0,0
4738,OFFICE113&&CNTRY409,0,0
4739,OFFICE100&&CNTRY618,0,3
4740,OFFICE204&&CNTRY379,0,3
4741,OFFICE289&&CNTRY995,0,0
4742,OFFICE214&&CNTRY915,0,3
4743,OFFICE167&&CNTRY528,0,3
4744,OFFICE141&&CNTRY429,0,0
4745,OFFICE211&&CNTRY276,0,3
4746,OFFICE292&&CNTRY843,0,3
4747,OFFICE87&&CNTRY994,0,3
4748,OFFICE92&&CNTRY328,0,0
4749,OFFICE66&&CNTRY150,0,3
4750,OFFICE18&&CNTRY959,0,3
4751,OFFICE141&&CNTRY654,0,0
4752,OFFICE140&&CNTRY562,0,3
4753,OFFICE134&&CNTRY562,0,3
4754,OFFICE298&&CNTRY962,0,3
4755,OFFICE134&&CNTRY407,0,3
4756,OFFICE162&&CNTRY748,0,0
4757,OFFICE237&&CNTRY171,0,3
4758,OFFICE122&&CNTRY166,0,3
4759,OFFICE78&&CNTRY448,0,3
4760,OFFICE84&&CNTRY576,0,3
4761,OFFICE34&&CNTRY393,0,0
4762,OFFICE237&&CNTRY656,0,3
4763,OFFICE185&&CNTRY379,0,3
4764,OFFICE289&&CNTRY263,0,3
4765,OFFICE237&&CNTRY334,0,3
4766,OFFICE152&&CNTRY863,0,0
4767,OFFICE101&&CNTRY976,0,0
4768,OFFICE243&&CNTRY866,0,0
4769,OFFICE167&&CNTRY653,0,3
4770,OFFICE152&&CNTRY139,0,0
4771,OFFICE16&&CNTRY555,0,3
4772,OFFICE59&&CNTRY385,0,3
4773,OFFICE16&&CNTRY349,0,0
4774,OFFICE34&&CNTRY262,0,0
4775,OFFICE24&&CNTRY278,0,3
4776,OFFICE289&&CNTRY485,0,3
4777,OFFICE223&&CNTRY687,0,3
4778,OFFICE136&&CNTRY263,0,0
4779,OFFICE287&&CNTRY863,0,0
4780,OFFICE127&&CNTRY335,0,3
4781,OFFICE113&&CNTRY140,0,3
4782,OFFICE140&&CNTRY480,0,3
4783,OFFICE132&&CNTRY351,0,0
